,2019q2,2018q4,2019q3,2019q1,2019q4
ProfitLoss,-27158000.0,-13946000.0,-42908000.0,290726000.0,-87480000.0
AccretionOfDiscountsAndAmortizationOfNetOriginationFees,7995000.0,50542000.0,9749000.0,55059000.0,21184000.0
PaidInKindInterestAddedToLoanPrincipal,6486000.0,25529000.0,,38408000.0,
StraightLineRent,5529000.0,22123000.0,14754000.0,12617000.0,13263000.0
AmortizationOfAboveAndBelowMarketLeases,-1925000.0,-4748000.0,-6731000.0,-6862000.0,-9982000.0
AmortizationOfFinancingCosts,19594000.0,69314000.0,45578000.0,89639000.0,69314000.0
IncomeLossFromEquityMethodInvestmentsIncludingCarriedInterest,32265000.0,,34140000.0,99375000.0,-137069000.0
EquityMethodInvestmentDividendsOrDistributions,23307000.0,50523000.0,54744000.0,79995000.0,57466000.0
ProvisionForLoanAndLeaseLosses,5375000.0,5116000.0,19308000.0,43034000.0,35847000.0
ProvisionForDoubtfulAccounts,1305000.0,25201000.0,4419000.0,26860000.0,25201000.0
ImpairmentofRealEstateandIntangibleAssets,25622000.0,24073000.0,223232000.0,588223000.0,299729000.0
DepreciationAndAmortization,144705000.0,427911000.0,,171682000.0,
ShareBasedCompensation,12169000.0,111304000.0,14929000.0,154429000.0,30123000.0
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,-10480000.0,-1730000.0,0.0,-20600000.0,-1730000.0
GainsLossesOnSalesOfRealEstateAssetsNet,52301000.0,96266000.0,61146000.0,135262000.0,96266000.0
ReceiptsPaymentsOfCashCollateralOnDerivative,-31054000.0,,0.0,,
DeferredIncomeTaxExpenseBenefit,-840000.0,-50960000.0,247000.0,-69430000.0,-50960000.0
OtherNoncashIncomeExpense,-49077000.0,-21631000.0,-137300000.0,49976000.0,-181847000.0
IncreaseDecreaseInOtherOperatingAssets,18742000.0,49887000.0,52562000.0,-2053000.0,49887000.0
