,2019q2,2018q4,2019q3,2019q1,2019q4
EquityandDebtInvestmentsFairValueDisclosure,238963000.0,,413887000.0,,238963000.0
CashAndCashEquivalentsAtCarryingValue,321199000.0,877928000.0,353984000.0,376005000.0,455330000.0
OtherAssetsFairValueDisclosure,29742000.0,,33558000.0,,33558000.0
AssetsHeldForSaleNotPartOfDisposalGroupOther,269145000.0,,,,
RestrictedCashAndCashEquivalents,366758000.0,471078000.0,364605000.0,471078000.0,257435000.0
OtherLiabilitiesFairValueDisclosure,141711000.0,,398083000.0,,271272000.0
RealEstateInvestmentsExcludingRealEstateHeldforsale,14536041000.0,14464258000.0,,14464258000.0,
LoansReceivableNet,1596673000.0,3223762000.0,,3223762000.0,
EquityAndDebtInvestments,2769616000.0,,2529747000.0,,2529747000.0
Goodwill,1534561000.0,1534561000.0,1514561000.0,1534561000.0,1514561000.0
IntangibleAssetsNetExcludingGoodwill,540264000.0,852872000.0,445930000.0,852872000.0,438365000.0
PreferredStockParOrStatedValuePerShare,0.01,,0.01,,0.01
AssetsHeldForSaleNotPartOfDisposalGroup,786467000.0,638151000.0,,941258000.0,
OtherAssets,757752000.0,483519000.0,400143000.0,503317000.0,516964000.0
PreferredStockLiquidationPreferenceValue,1436605000.0,,1436605000.0,,1436605000.0
DueFromAffiliates,45186000.0,51518000.0,45779000.0,51518000.0,45779000.0
PreferredStockSharesAuthorized,250000000.0,,250000000.0,,250000000.0
Assets,23221033000.0,24785650000.0,22215249000.0,24785650000.0,22215249000.0
PreferredStockSharesIssued,57464000.0,,57464000.0,,57464000.0
PreferredStockSharesOutstanding,57464000.0,,57464000.0,,57464000.0
LongTermDebt,10712788000.0,9867976000.0,8739667000.0,10039957000.0,8666108000.0
AccruedLiabilitiesAndOtherLiabilities,1037166000.0,898161000.0,1020709000.0,898161000.0,634144000.0
IntangibleLiabilitiesNet,141744000.0,167270000.0,147470000.0,159386000.0,147470000.0
RealEstateLiabilitiesHeldforsale,68217000.0,273298000.0,2168168000.0,273298000.0,2334643000.0
DividendsPayableCurrentAndNoncurrent,83996000.0,84604000.0,84221000.0,84013000.0,86588000.0
Liabilities,11998129000.0,12402114000.0,12113495000.0,12402114000.0,12142558000.0
CommitmentsAndContingencies,,,,,
RedeemableNoncontrollingInterestEquityCarryingAmount,9385000.0,34144000.0,7945000.0,0.0,9385000.0
PreferredStockValue,1407495000.0,1407495000.0,1407495000.0,1606966000.0,1407495000.0
AdditionalPaidInCapital,7610947000.0,7913622000.0,7621655000.0,7598019000.0,7598019000.0
RetainedEarningsAccumulatedDeficit,-2018302000.0,-1567662000.0,-2699276000.0,-2018302000.0,-3307886000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax,13999000.0,47316000.0,13999000.0,13999000.0,13999000.0
StockholdersEquity,7006052000.0,7480994000.0,6361718000.0,7006052000.0,5663731000.0
MinorityInterestInJointVentures,3996206000.0,3539072000.0,3861047000.0,3539072000.0,3779728000.0
MinorityInterestInOperatingPartnerships,360590000.0,402395000.0,314333000.0,402395000.0,456384000.0
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,12349392000.0,11457514000.0,10537098000.0,11146370000.0,12349392000.0
LiabilitiesAndStockholdersEquity,23221033000.0,22305280000.0,22215249000.0,24785650000.0,22215249000.0
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,,2330847000.0,,2446336000.0,
OtherInvestments,,139028000.0,,96833000.0,
DueToAffiliateCurrentAndNoncurrent,,23534000.0,,0.0,0.0
RealEstateInvestmentsExcludingRealEstateHeldForSale,,,10826010000.0,,10826010000.0
NotesReceivableNet,,,1659217000.0,,1659217000.0
AssetsHeldForSaleIncludingDiscontinuedOperations,,,3967345000.0,,5560203000.0
