filed,adsh,cik,name,sic,countryba,stprba,cityba,zipba,bas1,bas2,baph,countryma,stprma,cityma,zipma,mas1,mas2,countryinc,stprinc,ein,former,changed,afs,wksi,fye,form,period,fy,fp,accepted,prevrpt,detail,instance,nciks,aciks,yr,fik,quarter
20181109,0001679688-18-000053,1679688,"COLONY CAPITAL, INC.",6798.0,US,CA,LOS ANGELES,90071,515 SOUTH FLOWER STREET,44TH FLOOR,310-282-8820,US,CA,LOS ANGELES,90071,515 SOUTH FLOWER STREET,44TH FLOOR,US,MD,464591526.0,"COLONY NORTHSTAR, INC.",20160714.0,1-LAF,0,1231.0,10-Q,20180930,2018.0,Q3,2018-11-09 16:25:00.0,0,1,clny-20180930.xml,1,,18,53,2018q4
20190301,0001679688-19-000015,1679688,"COLONY CAPITAL, INC.",6798.0,US,CA,LOS ANGELES,90071,515 SOUTH FLOWER STREET,44TH FLOOR,310-282-8820,US,CA,LOS ANGELES,90071,515 SOUTH FLOWER STREET,44TH FLOOR,US,MD,464591526.0,"COLONY NORTHSTAR, INC.",20160714.0,1-LAF,1,1231.0,10-K,20181231,2018.0,FY,2019-03-01 17:00:00.0,0,1,clny-20181231.xml,1,,19,15,2019q1
20190510,0001679688-19-000032,1679688,"COLONY CAPITAL, INC.",6798.0,US,CA,LOS ANGELES,90071,515 SOUTH FLOWER STREET,44TH FLOOR,310-282-8820,US,CA,LOS ANGELES,90071,515 SOUTH FLOWER STREET,44TH FLOOR,US,MD,464591526.0,"COLONY NORTHSTAR, INC.",20160714.0,1-LAF,0,1231.0,10-Q,20190331,2019.0,Q1,2019-05-10 16:31:00.0,0,1,clny-20190331.xml,1,,19,32,2019q2
20190809,0001679688-19-000044,1679688,"COLONY CAPITAL, INC.",6798.0,US,CA,LOS ANGELES,90071,515 SOUTH FLOWER STREET,44TH FLOOR,310-282-8820,US,CA,LOS ANGELES,90071,515 SOUTH FLOWER STREET,44TH FLOOR,US,MD,464591526.0,"COLONY NORTHSTAR, INC.",20160714.0,,0,1231.0,8-K,20190731,2019.0,Q3,2019-08-09 07:01:00.0,0,0,form8-kearningsrelease_htm.xml,1,,19,44,2019q3
20190809,0001679688-19-000047,1679688,"COLONY CAPITAL, INC.",6798.0,US,CA,LOS ANGELES,90071,515 SOUTH FLOWER STREET,44TH FLOOR,310-282-8820,US,CA,LOS ANGELES,90071,515 SOUTH FLOWER STREET,44TH FLOOR,US,MD,464591526.0,"COLONY NORTHSTAR, INC.",20160714.0,1-LAF,0,1231.0,10-Q,20190630,2019.0,Q2,2019-08-09 16:21:00.0,0,1,clny2019q210-q_htm.xml,1,,19,47,2019q3
20191003,0001679688-19-000050,1679688,"COLONY CAPITAL, INC.",6798.0,US,CA,LOS ANGELES,90071,515 SOUTH FLOWER STREET,44TH FLOOR,310-282-8820,US,CA,LOS ANGELES,90071,515 SOUTH FLOWER STREET,44TH FLOOR,US,MD,464591526.0,"COLONY NORTHSTAR, INC.",20160714.0,1-LAF,0,1231.0,8-K,20190930,2019.0,Q3,2019-10-03 16:45:00.0,0,0,clny8-kindustrial09292_htm.xml,1,,19,50,2019q4
20191108,0001679688-19-000061,1679688,"COLONY CAPITAL, INC.",6798.0,US,CA,LOS ANGELES,90071,515 SOUTH FLOWER STREET,44TH FLOOR,310-282-8820,US,CA,LOS ANGELES,90071,515 SOUTH FLOWER STREET,44TH FLOOR,US,MD,464591526.0,"COLONY NORTHSTAR, INC.",20160714.0,1-LAF,0,1231.0,8-K,20191031,2019.0,FY,2019-11-08 07:00:00.0,0,0,form8-kearningsrelease_htm.xml,1,,19,61,2019q4
20191108,0001679688-19-000064,1679688,"COLONY CAPITAL, INC.",6798.0,US,CA,LOS ANGELES,90071,515 SOUTH FLOWER STREET,44TH FLOOR,310-282-8820,US,CA,LOS ANGELES,90071,515 SOUTH FLOWER STREET,44TH FLOOR,US,MD,464591526.0,"COLONY NORTHSTAR, INC.",20160714.0,1-LAF,0,1231.0,10-Q,20190930,2019.0,Q3,2019-11-08 16:54:00.0,0,1,clny2019q310-q_htm.xml,1,,19,64,2019q4
20191126,0001679688-19-000074,1679688,"COLONY CAPITAL, INC.",6798.0,US,CA,LOS ANGELES,90071,515 SOUTH FLOWER STREET,44TH FLOOR,310-282-8820,US,CA,LOS ANGELES,90071,515 SOUTH FLOWER STREET,44TH FLOOR,US,MD,464591526.0,"COLONY NORTHSTAR, INC.",20160714.0,1-LAF,0,1231.0,8-K,20191130,2019.0,FY,2019-11-26 17:01:00.0,0,0,clny8-k11262019_htm.xml,1,,19,74,2019q4
20191216,0001679688-19-000079,1679688,"COLONY CAPITAL, INC.",6798.0,US,CA,LOS ANGELES,90071,515 SOUTH FLOWER STREET,44TH FLOOR,310-282-8820,US,CA,LOS ANGELES,90071,515 SOUTH FLOWER STREET,44TH FLOOR,US,MD,464591526.0,"COLONY NORTHSTAR, INC.",20160714.0,1-LAF,0,1231.0,8-K,20191130,2019.0,FY,2019-12-16 16:07:00.0,0,0,clny8-kinddisposition_htm.xml,1,,19,79,2019q4
20191224,0001679688-19-000085,1679688,"COLONY CAPITAL, INC.",6798.0,US,CA,LOS ANGELES,90071,515 SOUTH FLOWER STREET,44TH FLOOR,310-282-8820,US,CA,LOS ANGELES,90071,515 SOUTH FLOWER STREET,44TH FLOOR,US,MD,464591526.0,"COLONY NORTHSTAR, INC.",20160714.0,1-LAF,0,1231.0,8-K,20191231,2019.0,FY,2019-12-23 20:40:00.0,0,0,form8-k201810xkrecast_htm.xml,1,,19,85,2019q4
