,2019q2,2018q4,2019q3,2019q1,2019q4
InvestmentIncomeInterest,46250000.0,168027000.0,44121000.0,215367000.0,40237000.0
Revenues,666664000.0,674769000.0,615488000.0,838857000.0,598727000.0
CostOfOtherPropertyOperatingExpense,293079000.0,332006000.0,300191000.0,118461000.0,274351000.0
InterestExpenseDebt,149516000.0,418592000.0,142453000.0,595551000.0,130034000.0
InvestmentIncomeInvestmentExpense,18979000.0,55721000.0,44470000.0,67597000.0,11076000.0
TransactionRelatedCosts,716000.0,3585000.0,2822000.0,7266000.0,2922000.0
PlacementFees,309000.0,0.0,1293000.0,900000.0,6477000.0
DepreciationAndAmortization,150797000.0,145310000.0,220734000.0,171682000.0,379739000.0
ProvisionForLoanAndLeaseLosses,3611000.0,7825000.0,18614000.0,43034000.0,27133000.0
AssetImpairmentCharges,25622000.0,,110317000.0,588223000.0,75723000.0
LaborAndRelatedExpense,34176000.0,85022000.0,99616000.0,111838000.0,44469000.0
OtherLaborRelatedExpenses,859000.0,,0.0,0.0,1535000.0
GeneralAndAdministrativeExpense,24740000.0,23278000.0,20146000.0,97000000.0,22421000.0
CostsAndExpenses,852712000.0,2210693000.0,714115000.0,734756000.0,1278684000.0
GainsLossesOnSalesOfInvestmentRealEstate,18444000.0,96701000.0,6077000.0,73616000.0,91869000.0
OtherNonoperatingIncomeExpense,75256000.0,-8822000.0,-89506000.0,51706000.0,29677000.0
IncomeLossFromEquityMethodInvestments,34065000.0,13798000.0,-259288000.0,-9401000.0,34338000.0
IncomeLossFromEquityMethodInvesteeCarriedInterest,4422000.0,,1836000.0,0.0,6258000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-29044000.0,60495000.0,-120248000.0,295508000.0,-616224000.0
IncomeTaxExpenseBenefit,-32808000.0,-1767000.0,3783000.0,4782000.0,-35279000.0
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-30155000.0,-13946000.0,-86924000.0,290726000.0,-115580000.0
IncomeLossFromDiscontinuedOperationsNetOfTax,0.0,-102000.0,25789000.0,-102000.0,28100000.0
ProfitLoss,-27158000.0,-82093000.0,-70066000.0,-64613000.0,-565842000.0
NetIncomeLossAttributableToRedeemableNoncontrollingInterest,1444000.0,865000.0,1177000.0,-3708000.0,865000.0
NoncontrollingInterestInNetIncomeLossJointVenturePartnersRedeemable,19243000.0,87765000.0,26360000.0,163084000.0,51744000.0
NoncontrollingInterestInNetIncomeLossOperatingPartnershipsRedeemable,-4378000.0,97000.0,-10106000.0,12324000.0,-90160000.0
NetIncomeLoss,-74976000.0,33908000.0,-65413000.0,-519607000.0,-42790000.0
PreferredStockDividendsIncomeStatementImpact,27137000.0,89960000.0,54275000.0,117097000.0,27137000.0
NetIncomeLossAvailableToCommonStockholdersBasic,-102113000.0,-235495000.0,-468890000.0,-333093000.0,-69975000.0
IncomeLossFromContinuingOperationsPerBasicShare,-0.21,0.0,-0.98,-1.28,-1.22
EarningsPerShareBasic,-0.21,-0.47,-0.98,-0.64,-0.15
IncomeLossFromContinuingOperationsPerDilutedShare,-0.14,0.0,-0.35,0.39,-0.16
EarningsPerShareDiluted,-0.21,0.0,-0.33,-1.28,-1.16
WeightedAverageNumberOfSharesOutstandingBasic,530680000.0,542855000.0,479577000.0,164570000.0,501202000.0
WeightedAverageNumberOfDilutedSharesOutstanding,530680000.0,531251000.0,488676000.0,164570000.0,484754000.0
CommonStockDividendsPerShareDeclared,0.11,0.33,0.11,,0.11
ImpairmentofRealEstateandIntangibleAssets,,76497000.0,,,
PreferredStockRedemptionPremium,,-3995000.0,,0.0,
PreferredStockRedemptionDiscount,,,3995000.0,,0.0
