,2019q2,2018q4,2019q3,2019q1,2019q4
RevenueFromContractWithCustomerExcludingAssessedTax,14656000.0,42991000.0,18200000.0,9762000.0,20744000.0
CostOfGoodsAndServicesSold,3175000.0,10825000.0,8582000.0,11170000.0,13431000.0
GrossProfit,8919000.0,32166000.0,24274000.0,8832000.0,11977000.0
SellingAndMarketingExpense,6547000.0,5633000.0,7606000.0,26563000.0,8771000.0
GeneralAndAdministrativeExpense,6017000.0,3487000.0,12181000.0,16972000.0,19448000.0
ResearchAndDevelopmentExpense,1213000.0,3455000.0,1115000.0,4732000.0,1122000.0
OperatingExpenses,13314000.0,10247000.0,13390000.0,32494000.0,13149000.0
OperatingIncomeLoss,-4395000.0,-7687000.0,-6515000.0,-9553000.0,-7687000.0
InterestIncomeExpenseNet,-303000.0,-608000.0,-935000.0,,-2232000.0
OtherNonoperatingIncomeExpense,-53000.0,-148000.0,-37000.0,1031000.0,-41000.0
NonoperatingIncomeExpense,-303000.0,-1819000.0,-669000.0,-445000.0,-1338000.0
NetIncomeLoss,-3020000.0,-9557000.0,,-1536000.0,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,14367056.0,12417972.0,14409752.0,4017330.0,14487015.0
EarningsPerShareBasicAndDiluted,-0.21,-1.7,-0.21,-1.56,-0.15
NetIncomeLossAvailableToCommonStockholdersBasic,,-3021000.0,-5638000.0,-1865000.0,-8302000.0
IncomeLossFromContinuingOperations,,,-7692000.0,-12025000.0,-9557000.0
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,0.0,,0.0
InitialPublicOfferingCosts,,,,0.0,
InterestExpense,,,,2255000.0,
