,2019q2,2018q4,2019q3,2019q1,2019q4
AllowanceForDoubtfulAccountsReceivableCurrent,134000.0,143000.0,134000.0,134000.0,365000.0
CommonStockParOrStatedValuePerShare,0.0003,0.0003,0.0003,0.0003,0.0003
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,34591000.0,,60691000.0,,19669000.0
CommonStockSharesAuthorized,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0
AccountsReceivableNetCurrent,8999000.0,9456000.0,8999000.0,5603000.0,14182000.0
CommonStockSharesIssued,14538202.0,12807520.0,14939462.0,12621781.0,14967128.0
CommonStockSharesOutstanding,14538202.0,12807520.0,14939462.0,12621781.0,14967128.0
InventoryNet,28081000.0,,25708000.0,,34533000.0
NotesAndLoansReceivableNetCurrent,502000.0,,515000.0,0.0,545000.0
PrepaidExpenseAndOtherAssetsCurrent,1256000.0,831000.0,1277000.0,831000.0,1623000.0
AssetsCurrent,93111000.0,61844000.0,97156000.0,69561000.0,108720000.0
PropertyPlantAndEquipmentNet,12768000.0,12774000.0,12768000.0,12768000.0,21532000.0
FiniteLivedIntangibleAssetsNet,1921000.0,2000000.0,10458000.0,1921000.0,1921000.0
IndefiniteLivedIntangibleAssetsExcludingGoodwill,260000.0,260000.0,260000.0,260000.0,260000.0
IntangibleAssetsNetExcludingGoodwill,2106000.0,2349000.0,,2349000.0,
Assets,112105000.0,82301000.0,151432000.0,112105000.0,153424000.0
AccountsPayableCurrent,3971000.0,5903000.0,6000000.0,3971000.0,7746000.0
EmployeeRelatedLiabilitiesCurrent,2670000.0,3302000.0,3552000.0,3552000.0,3552000.0
LongTermDebtCurrent,118000.0,113000.0,,113000.0,
OtherLiabilitiesCurrent,1689000.0,954000.0,1537000.0,1576000.0,1576000.0
LiabilitiesCurrent,9217000.0,10916000.0,9217000.0,9467000.0,9217000.0
LongTermNotesAndLoans,21156000.0,21418000.0,21156000.0,21156000.0,21156000.0
LongTermDebtNoncurrent,21156000.0,25277000.0,,25339000.0,
Liabilities,31957000.0,34806000.0,30373000.0,30373000.0,30373000.0
CommonStockValue,4000.0,2000.0,4000.0,4000.0,4000.0
AdditionalPaidInCapital,198478000.0,153649000.0,209262000.0,197442000.0,210479000.0
RetainedEarningsAccumulatedDeficit,-118111000.0,-112623000.0,-115091000.0,-115091000.0,-115091000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-322000.0,-343000.0,-455000.0,135000.0,-985000.0
StockholdersEquity,47495000.0,40685000.0,88082000.0,81732000.0,47495000.0
LiabilitiesAndStockholdersEquity,112006000.0,76878000.0,151432000.0,112105000.0,153424000.0
CashAndCashEquivalentsAtCarryingValue,,2238000.0,,42582000.0,
LongTermLineOfCredit,,3921000.0,,3921000.0,
CommitmentsAndContingencies,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,35364000.0,,0.0
Goodwill,,,10971000.0,,0.0
OperatingLeaseRightOfUseAsset,,,75000.0,,
AssetsNoncurrent,,,23674000.0,,2181000.0
LongTermDebtCurrentMaturitiesRelatedParty,,,118000.0,,118000.0
DueToRelatedPartiesCurrent,,,30000000.0,,0.0
OperatingLeaseLiabilityCurrent,,,24000.0,,
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,0.0,,0.0
OperatingLeaseLiabilityNoncurrent,,,51000.0,,
LiabilitiesNoncurrent,,,21156000.0,,21156000.0
OtherLiabilitiesNoncurrent,,,,,45000.0
