,2019q2,2018q4,2019q3,2019q1,2019q4
PreferredStockParOrStatedValuePerShare,0.0001,0.0001,0.0001,0.0001,0.0001
PreferredStockSharesAuthorized,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0
PreferredStockSharesIssued,0.0,0.0,0.0,0.0,0.0
CashAndCashEquivalentsAtCarryingValue,1393000.0,572000.0,572000.0,1435000.0,572000.0
PreferredStockSharesOutstanding,0.0,0.0,0.0,0.0,0.0
AccountsReceivableNetCurrent,12500000.0,12500000.0,13173000.0,10374000.0,15335000.0
SettlementAssetsCurrent,439000.0,5196000.0,863000.0,863000.0,863000.0
PrepaidExpenseAndOtherAssetsCurrent,3246000.0,2630000.0,2630000.0,2630000.0,2630000.0
AssetsCurrent,16565000.0,15704000.0,20061000.0,15469000.0,16565000.0
PropertyPlantAndEquipmentNet,3055000.0,1420000.0,2958000.0,2958000.0,2958000.0
RestrictedCashNoncurrent,665000.0,665000.0,665000.0,666000.0,665000.0
CapitalizedComputerSoftwareNet,7041000.0,3372000.0,14999000.0,3372000.0,15454000.0
Goodwill,104651000.0,35056000.0,80166000.0,76892000.0,58517000.0
IntangibleAssetsNetExcludingGoodwill,66023000.0,66023000.0,66023000.0,71224000.0,107419000.0
OtherAssetsNoncurrent,1605000.0,1605000.0,453000.0,1605000.0,453000.0
Assets,169970000.0,100282000.0,175142000.0,164430000.0,175142000.0
AccountsPayableCurrent,4114000.0,1600000.0,7409000.0,4114000.0,3438000.0
LongTermDebtCurrent,5000000.0,5000000.0,0.0,5000000.0,0.0
AccruedLiabilitiesCurrent,15588000.0,6706000.0,11538000.0,11538000.0,21560000.0
SettlementLiabilitiesCurrent,863000.0,863000.0,863000.0,930000.0,863000.0
DeferredRevenueCurrent,4413000.0,2719000.0,4927000.0,4614000.0,4927000.0
LiabilitiesCurrent,28799000.0,26442000.0,26442000.0,26442000.0,26442000.0
LongTermDebtNoncurrent,70241000.0,106836000.0,137645000.0,31776000.0,31776000.0
OtherLiabilitiesNoncurrent,4724000.0,2065000.0,12932000.0,4726000.0,3935000.0
Liabilities,103764000.0,129122000.0,62944000.0,62944000.0,62944000.0
CommitmentsAndContingencies,,,,,
PreferredStockValue,0.0,0.0,0.0,0.0,0.0
AdditionalPaidInCapital,38562000.0,38562000.0,80344000.0,39513000.0,38562000.0
RetainedEarningsAccumulatedDeficit,736000.0,-33018000.0,736000.0,914000.0,736000.0
StockholdersEquity,39301000.0,39301000.0,78967000.0,40430000.0,80073000.0
MinorityInterest,73636000.0,72897000.0,72897000.0,72897000.0,72897000.0
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,114735000.0,112198000.0,140378000.0,112198000.0,112198000.0
LiabilitiesAndStockholdersEquity,218499000.0,139991000.0,343245000.0,175142000.0,175142000.0
TemporaryEquitySharesAuthorized,,0.0,,,
TemporaryEquitySharesIssued,,0.0,,,
TemporaryEquitySharesOutstanding,,0.0,,,
TemporaryEquityCarryingAmountIncludingPortionAttributableToNoncontrollingInterests,,7723000.0,,,
MembersCapital,,36164000.0,,,
MembersEquity,,-17611000.0,,,
MembersEquityAttributableToNoncontrollingInterest,,0.0,,,
LimitedLiabilityCompanyLlcMembersEquityIncludingPortionAttributableToNoncontrollingInterest,,3146000.0,,,
DeferredTaxAssetsLiabilitiesNet,,,28344000.0,,
TaxReceivableAgreementObligationNoncurrent,,,23904000.0,,23204000.0
DeferredIncomeTaxAssetsNet,,,,,28138000.0
