,2019q2,2018q4,2019q3,2019q1,2019q4
NetIncomeLoss,38559000.0,101421000.0,82943000.0,38559000.0,132279000.0
ProvisionForLoanLeaseAndOtherLosses,57000.0,3327000.0,4718000.0,10824000.0,3194000.0
AccretionAmortizationOfDiscountsAndPremiumsInvestments,-5379000.0,-10088000.0,-8707000.0,-20026000.0,-11687000.0
AccretionAmortizationofDiscountsandPremiumsBusinessCombinations,-1337000.0,4534000.0,1425000.0,2252000.0,2680000.0
AmortizationOfFinancingCosts,412000.0,0.0,825000.0,0.0,4630000.0
PaymentsForOriginationAndPurchasesOfLoansHeldForSale,175506000.0,672055000.0,415553000.0,1098864000.0,647932000.0
ProceedsFromSaleOfMortgageLoansHeldForSale,154756000.0,730082000.0,425484000.0,1155186000.0,669344000.0
GainLossOnSalesOfLoansNet,5798000.0,21495000.0,13560000.0,30439000.0,23929000.0
GainLossOnSaleOfInvestments,213000.0,-756000.0,347000.0,-660000.0,14158000.0
LifeInsuranceCorporateOrBankOwnedChangeInValue,424000.0,1032000.0,1310000.0,2234000.0,1782000.0
ShareBasedCompensation,1197000.0,1449000.0,1868000.0,3122000.0,6554000.0
DepreciationNonproduction,3722000.0,11543000.0,9011000.0,15294000.0,13713000.0
GainsLossesOnSalesOfOtherRealEstate,53000.0,-2347000.0,334000.0,-2130000.0,288000.0
AmortizationOfIntangibleAssets,1694000.0,1735000.0,1865000.0,2970000.0,2360000.0
VariableInterestEntitiesInvestmentAmortization,1644000.0,5070000.0,3885000.0,4692000.0,5070000.0
IncreaseDecreaseInAccruedInterestReceivableNet,2709000.0,3564000.0,4306000.0,2741000.0,10581000.0
IncreaseDecreaseInOtherOperatingAssets,1636000.0,-6147000.0,-1048000.0,-348000.0,6820000.0
IncreaseDecreaseInInterestPayableNet,457000.0,170000.0,749000.0,357000.0,61000.0
IncreaseDecreaseInOtherOperatingLiabilities,-3582000.0,4609000.0,-9518000.0,11655000.0,-1730000.0
NetCashProvidedByUsedInOperatingActivities,46307000.0,178451000.0,99237000.0,193087000.0,167512000.0
ProceedsFromSaleOfAvailableForSaleSecuritiesDebt,219855000.0,247748000.0,219855000.0,247748000.0,224612000.0
ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,120368000.0,259102000.0,247854000.0,357876000.0,457299000.0
PaymentsToAcquireAvailableForSaleSecuritiesDebt,311281000.0,550096000.0,457915000.0,585064000.0,839835000.0
ProceedsFromMaturitiesPrepaymentsAndCallsOfHeldToMaturitySecurities,13297000.0,18910000.0,32575000.0,25187000.0,48940000.0
ProceedsFromLoanAndLeaseOriginationsAndPrincipalCollections1,617236000.0,1908670000.0,1269145000.0,1781534000.0,1908670000.0
PaymentsForLoansOriginatedOrAcquired,678251000.0,2500098000.0,1675181000.0,3460227000.0,2500098000.0
PaymentsForProceedsFromProductiveAssets,5558000.0,13984000.0,11297000.0,18637000.0,13984000.0
ProceedsFromSaleOfWhollyOwnedRealEstateAndRealEstateAcquiredInSettlementOfLoans,755000.0,3370000.0,2440000.0,10145000.0,2960000.0
ProceedsFromSaleOfFederalHomeLoanBankStock,39436000.0,73199000.0,76948000.0,87221000.0,115436000.0
PaymentsToAcquireFederalHomeLoanBankStock,18395000.0,42598000.0,40385000.0,67594000.0,62585000.0
PaymentsToAcquireOtherInvestments,16129000.0,30685000.0,23072000.0,37956000.0,30685000.0
PaymentsToAcquireBusinessesNetOfCashAcquired,-101268000.0,4091000.0,-101268000.0,-101268000.0,-101268000.0
NetCashProvidedByUsedInInvestingActivities,-112290000.0,25198000.0,-72140000.0,23655000.0,56200000.0
IncreaseDecreaseInDeposits,94322000.0,706469000.0,528881000.0,599037000.0,706469000.0
ProceedsFromPaymentsForInSecuritiesSoldUnderAgreementsToRepurchase,4041000.0,-20054000.0,97091000.0,-111077000.0,161191000.0
ProceedsFromRepaymentsOfShortTermDebtMaturingInThreeMonthsOrLess,-200000000.0,-62800000.0,-120000000.0,85000000.0,-285000000.0
RepaymentsOfFederalHomeLoanBankBorrowings,104000.0,208097000.0,528000.0,1198000.0,151073000.0
ProceedsFromRepaymentsOfOtherDebt,27000.0,-9823000.0,54000.0,3784000.0,97000.0
PaymentsOfDividendsCommonStock,107000.0,41542000.0,47560000.0,111720000.0,70970000.0
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,1144000.0,1513000.0,1071000.0,1190000.0,1182000.0
NetCashProvidedByUsedInFinancingActivities,315398000.0,470282000.0,13869000.0,595495000.0,31954000.0
CashAndCashEquivalentsPeriodIncreaseDecrease,-1263000.0,107100000.0,168128000.0,-40712000.0,
CashAndCashEquivalentsAtCarryingValue,203790000.0,220210000.0,200004000.0,203790000.0,
InterestPaid,7930000.0,25925000.0,16878000.0,35174000.0,
TransferToOtherRealEstate,1437000.0,3844000.0,1144000.0,4924000.0,4066000.0
RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability,647000.0,,3862000.0,,0.0
DividendsDeclaredButNotPaidDuringthePeriod,22039000.0,,22211000.0,,26874000.0
StockIssued1,0.0,250807000.0,87153000.0,250807000.0,250807000.0
CashConsiderationforOutstandingShares,0.0,16265000.0,4000.0,16265000.0,16265000.0
BusinessCombinationEffectiveSettlementofaPreExistingRelationship,0.0,10054000.0,0.0,0.0,10054000.0
NoncashOrPartNoncashAcquisitionValueOfAssetsAcquired1,1549158000.0,355230000.0,379155000.0,355230000.0,1190267000.0
NoncashOrPartNoncashAcquisitionValueOfLiabilitiesAssumed1,1383756000.0,321824000.0,291998000.0,1383756000.0,1383756000.0
ProceedsFromLifeInsurancePolicies,,1331000.0,0.0,437000.0,0.0
ProceedsFromFederalHomeLoanBankBorrowings,,150000000.0,,0.0,
IncomeTaxesPaid,,18440000.0,21680000.0,26489000.0,33032000.0
TransferOfOtherRealEstate,,531000.0,372000.0,406000.0,7000.0
DividendsPayableCurrentAndNoncurrent,,22240000.0,,23137000.0,
DeferredIncomeTaxExpenseBenefit,,,,25887000.0,
PaymentsToAcquireHeldToMaturitySecurities,,,,1222000.0,
TransferOfInvestments,,,,270331000.0,
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,,,,,107100000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,,,,,200004000.0
InterestPaidNet,,,,,25925000.0
