,2019q2,2018q4,2019q3,2019q1,2019q4
InterestAndFeeIncomeLoansAndLeases,34352000.0,38877000.0,42138000.0,118198000.0,109633000.0
InterestAndFeeIncomeLoansHeldForSaleMortgages,180000.0,,539000.0,1293000.0,923000.0
InterestIncomeSecuritiesTaxable,7226000.0,4655000.0,14232000.0,21816000.0,5383000.0
InterestIncomeSecuritiesTaxExempt,23000.0,9000.0,17000.0,249000.0,52000.0
DividendsOnCorporateStockAndFederalHomeLoanBankStock,516000.0,467000.0,1415000.0,2369000.0,747000.0
OtherInterestAndDividendIncome,205000.0,723000.0,399000.0,322000.0,493000.0
InterestAndDividendIncomeOperating,50194000.0,128890000.0,83726000.0,47517000.0,150280000.0
InterestExpenseDeposits,8696000.0,6546000.0,9469000.0,24175000.0,16222000.0
InterestExpenseFederalHomeLoanBankAdvances,6661000.0,4937000.0,8690000.0,19073000.0,6512000.0
InterestExpenseJuniorSubordinatedDebentures,253000.0,446000.0,397000.0,613000.0,629000.0
InterestExpense,15610000.0,30478000.0,16701000.0,6985000.0,30478000.0
InterestIncomeExpenseNet,34584000.0,30059000.0,68442000.0,28679000.0,33449000.0
ProvisionForLoanAndLeaseLosses,650000.0,750000.0,400000.0,400000.0,1575000.0
InterestIncomeExpenseAfterProvisionForLoanLoss,31852000.0,28759000.0,67267000.0,28279000.0,99845000.0
InvestmentBankingAdvisoryBrokerageAndUnderwritingFeesAndCommissions,10273000.0,,18801000.0,38341000.0,9153000.0
FeesAndCommissionsMortgageBankingAndServicing,2838000.0,8403000.0,3640000.0,13183000.0,2624000.0
CardInterchangeFees,997000.0,2598000.0,2015000.0,3768000.0,1099000.0
Servicechargesondeposits,875000.0,,1766000.0,3628000.0,885000.0
GainLossOnDerivativeInstrumentsNetPretax,724000.0,2744000.0,809000.0,2461000.0,278000.0
BankOwnedLifeInsuranceIncome,515000.0,546000.0,566000.0,2659000.0,1784000.0
NoninterestIncomeOther,224000.0,1066000.0,609000.0,1522000.0,335000.0
NoninterestIncome,15367000.0,46951000.0,15993000.0,17283000.0,15215000.0
LaborAndRelatedExpense,17772000.0,17362000.0,35076000.0,69277000.0,54387000.0
OutsourcedServices,1873000.0,1951000.0,2518000.0,8684000.0,1951000.0
OccupancyNet,2002000.0,1928000.0,1930000.0,7521000.0,5945000.0
EquipmentExpense,1180000.0,4160000.0,2249000.0,5358000.0,1080000.0
ProfessionalFees,534000.0,534000.0,1281000.0,2427000.0,559000.0
FederalDepositInsuranceCorporationPremiumExpense,404000.0,308000.0,540000.0,1878000.0,509000.0
MarketingAndAdvertisingExpense,239000.0,1015000.0,506000.0,1481000.0,946000.0
AmortizationOfIntangibleAssets,248000.0,253000.0,239000.0,1284000.0,714000.0
OtherNoninterestExpense,2289000.0,7385000.0,2297000.0,9761000.0,2081000.0
NoninterestExpense,27130000.0,26754000.0,53418000.0,106162000.0,26870000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,22337000.0,65133000.0,21935000.0,68854000.0,65133000.0
IncomeTaxExpenseBenefit,4842000.0,13737000.0,8996000.0,4742000.0,4741000.0
NetIncomeLoss,16211000.0,17511000.0,34768000.0,68432000.0,17511000.0
NetIncomeLossAvailableToCommonStockholdersDiluted,17461000.0,,34699000.0,17636000.0,51284000.0
WeightedAverageNumberOfSharesOutstandingBasic,17234000.0,17263000.0,17317000.0,17283000.0,17324000.0
WeightedAverageNumberOfDilutedSharesOutstanding,17345000.0,17320000.0,17387000.0,17345000.0,17382000.0
EarningsPerShareBasic,0.94,1.01,2.0,3.95,1.01
EarningsPerShareDiluted,0.93,1.01,1.99,0.98,3.07
CommonStockDividendsPerShareDeclared,0.47,1.29,0.51,0.43,1.49
InterestExpenseOther,,0.0,,5000.0,
InvestmentAdvisoryManagementAndAdministrativeFees,,10013000.0,,,
FeesAndCommissionsDepositorAccounts,,2726000.0,,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,0.0,,-187000.0,
DebtAndEquitySecuritiesGainLoss,,,-80000.0,,0.0
DebtPrepaymentPenalties,,,,431000.0,
