,2019q2,2018q4,2019q3,2019q1,2019q4
HeldToMaturitySecuritiesFairValue,10316000.0,12721000.0,10316000.0,10316000.0,10316000.0
CashAndDueFromBanks,89923000.0,72934000.0,89923000.0,89923000.0,89923000.0
CommonStockParOrStatedValuePerShare,0.0625,0.0625,0.0625,0.0625,0.0625
OtherShortTermInvestments,3552000.0,3070000.0,3910000.0,3070000.0,4336000.0
CommonStockSharesAuthorized,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0
TradeAndLoansReceivablesHeldForSaleNetNotPartOfDisposalGroup,14608000.0,,39996000.0,,44657000.0
CommonStockSharesIssued,17305279.0,17226508.0,17302037.0,17226508.0,17338348.0
CommonStockSharesOutstanding,17305279.0,17226508.0,17302037.0,17302037.0,17338348.0
AvailableForSaleSecurities,927810000.0,812647000.0,969168000.0,780954000.0,927810000.0
HeldToMaturitySecurities,0.0,12541000.0,10415000.0,12541000.0,10415000.0
MarketableSecurities,994881000.0,823510000.0,938225000.0,938225000.0,887020000.0
FederalHomeLoanBankStock,48025000.0,40517000.0,49759000.0,40517000.0,46068000.0
LoansAndLeasesReceivableNetOfDeferredIncome,3680360000.0,3556203000.0,3730339000.0,3374071000.0,3778106000.0
LoansAndLeasesReceivableAllowance,27644000.0,26004000.0,25864000.0,27072000.0,26509000.0
LoansAndLeasesReceivableNetReportedAmount,3710825000.0,3529694000.0,3702941000.0,3347583000.0,3751109000.0
PropertyPlantAndEquipmentNet,29005000.0,28195000.0,29302000.0,28333000.0,29293000.0
OperatingLeaseRightOfUseAsset,0.0,,0.0,,0.0
BankOwnedLifeInsurance,80463000.0,73267000.0,81351000.0,80463000.0,81920000.0
Goodwill,63909000.0,63909000.0,63909000.0,63909000.0,63909000.0
IntangibleAssetsNetExcludingGoodwill,8162000.0,8400000.0,8162000.0,9140000.0,7448000.0
OtherAssets,84142000.0,63740000.0,97574000.0,77175000.0,77175000.0
Assets,5154729000.0,4529850000.0,5189672000.0,4529850000.0,4770672000.0
NoninterestBearingDomesticDepositDemand,577319000.0,,603216000.0,578410000.0,603216000.0
InterestBearingDepositLiabilities,2926941000.0,2802519000.0,2917296000.0,2920832000.0,2966314000.0
Deposits,3524048000.0,3242707000.0,3524048000.0,3524048000.0,3524048000.0
AdvancesFromFederalHomeLoanBanks,1056129000.0,791356000.0,950722000.0,791356000.0,956786000.0
JuniorSubordinatedDebentureOwedToUnconsolidatedSubsidiaryTrust,22681000.0,22681000.0,22681000.0,22681000.0,22681000.0
OperatingLeaseLiability,0.0,,0.0,,0.0
OtherLiabilities,65131000.0,59822000.0,86994000.0,59822000.0,65131000.0
Liabilities,4562582000.0,4116566000.0,4562582000.0,4116566000.0,4562582000.0
CommitmentsAndContingencies,,,,,
CommonStockValue,1081000.0,1077000.0,1081000.0,1081000.0,1081000.0
AdditionalPaidInCapitalCommonStock,119888000.0,119220000.0,119888000.0,117961000.0,121900000.0
RetainedEarningsAccumulatedDeficit,365521000.0,346685000.0,373873000.0,317756000.0,355524000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-32675000.0,-16371000.0,-32675000.0,-23510000.0,-39077000.0
StockholdersEquity,469843000.0,427909000.0,421571000.0,448184000.0,413284000.0
LiabilitiesAndStockholdersEquity,5010766000.0,4770672000.0,5189672000.0,4529850000.0,5198878000.0
LoansReceivableHeldForSaleNetNotPartOfDisposalGroupMortgage,,26943000.0,,26943000.0,
NoninterestBearingDepositLiabilities,,578410000.0,,,
LoansHeldForSaleFairValueDisclosure,,,,26943000.0,
