filed,adsh,cik,name,sic,countryba,stprba,cityba,zipba,bas1,bas2,baph,countryma,stprma,cityma,zipma,mas1,mas2,countryinc,stprinc,ein,former,changed,afs,wksi,fye,form,period,fy,fp,accepted,prevrpt,detail,instance,nciks,aciks,yr,fik,quarter
20181107,0001712184-18-000271,1712184,LIBERTY LATIN AMERICA LTD.,4841.0,US,CO,DENVER,80202,1550 WEWATTA STREET,SUITE 1000,303-220-6600,US,CO,DENVER,80202,1550 WEWATTA STREET,SUITE 1000,BM,,0.0,LATAM SPLITCO LTD.,20170718.0,4-NON,0,1231.0,10-Q,20180930,2018.0,Q3,2018-11-07 16:53:00.0,0,1,lla10-qq32018quarterly_htm.xml,1,,18,271,2018q4
20190221,0001712184-19-000039,1712184,LIBERTY LATIN AMERICA LTD.,4841.0,US,CO,DENVER,80202,1550 WEWATTA STREET,SUITE 1000,303-220-6600,US,CO,DENVER,80202,1550 WEWATTA STREET,SUITE 1000,BM,,0.0,LATAM SPLITCO LTD.,20170718.0,1-LAF,1,1231.0,10-K,20181231,2018.0,FY,2019-02-20 19:41:00.0,0,1,llaform10-k2018annualr_htm.xml,1,,19,39,2019q1
20190507,0001712184-19-000150,1712184,LIBERTY LATIN AMERICA LTD.,4841.0,US,CO,DENVER,80202,1550 WEWATTA STREET,SUITE 1000,303-220-6600,US,CO,DENVER,80202,1550 WEWATTA STREET,SUITE 1000,BM,,0.0,LATAM SPLITCO LTD.,20170718.0,1-LAF,0,1231.0,10-Q,20190331,2019.0,Q1,2019-05-07 16:35:00.0,0,1,lla10-qq12019quarterly_htm.xml,1,,19,150,2019q2
20190806,0001712184-19-000213,1712184,LIBERTY LATIN AMERICA LTD.,4841.0,US,CO,DENVER,80202,1550 WEWATTA STREET,SUITE 1000,303-220-6600,US,CO,DENVER,80202,1550 WEWATTA STREET,SUITE 1000,BM,,0.0,LATAM SPLITCO LTD.,20170718.0,1-LAF,0,1231.0,10-Q,20190630,2019.0,Q2,2019-08-06 16:34:00.0,0,1,lla10-qq22019quarterly_htm.xml,1,,19,213,2019q3
20190806,0001712184-19-000214,1712184,LIBERTY LATIN AMERICA LTD.,4841.0,US,CO,DENVER,80202,1550 WEWATTA STREET,SUITE 1000,303-220-6600,US,CO,DENVER,80202,1550 WEWATTA STREET,SUITE 1000,BM,,0.0,LATAM SPLITCO LTD.,20170718.0,,0,1231.0,8-K,20190731,2019.0,Q3,2019-08-06 16:43:00.0,0,0,q22019earningsrelease8_htm.xml,1,,19,214,2019q3
20190813,0001712184-19-000217,1712184,LIBERTY LATIN AMERICA LTD.,4841.0,US,CO,DENVER,80202,1550 WEWATTA STREET,SUITE 1000,303-220-6600,US,CO,DENVER,80202,1550 WEWATTA STREET,SUITE 1000,BM,,0.0,LATAM SPLITCO LTD.,20170718.0,,0,1231.0,8-K,20190731,2019.0,Q3,2019-08-13 17:19:00.0,0,0,vtrhomespassed_htm.xml,1,,19,217,2019q3
20190822,0001712184-19-000224,1712184,LIBERTY LATIN AMERICA LTD.,4841.0,US,CO,DENVER,80202,1550 WEWATTA STREET,SUITE 1000,303-220-6600,US,CO,DENVER,80202,1550 WEWATTA STREET,SUITE 1000,BM,,0.0,LATAM SPLITCO LTD.,20170718.0,,0,1231.0,8-K,20190831,2019.0,Q3,2019-08-22 17:28:00.0,0,0,a8-kcwq22019reporttowe_htm.xml,1,,19,224,2019q3
20190828,0001712184-19-000226,1712184,LIBERTY LATIN AMERICA LTD.,4841.0,US,CO,DENVER,80202,1550 WEWATTA STREET,SUITE 1000,303-220-6600,US,CO,DENVER,80202,1550 WEWATTA STREET,SUITE 1000,BM,,0.0,LATAM SPLITCO LTD.,20170718.0,,0,1231.0,8-K,20190831,2019.0,Q3,2019-08-28 17:13:00.0,0,0,a8-kvtrq22019reporttow_htm.xml,1,,19,226,2019q3
20191024,0001712184-19-000258,1712184,LIBERTY LATIN AMERICA LTD.,4841.0,US,CO,DENVER,80202,1550 WEWATTA STREET,SUITE 1000,303-220-6600,US,CO,DENVER,80202,1550 WEWATTA STREET,SUITE 1000,BM,,0.0,LATAM SPLITCO LTD.,20170718.0,4-NON,0,1231.0,8-K,20191031,2019.0,FY,2019-10-23 20:52:00.0,0,0,a8-kq32019earningsrele_htm.xml,1,,19,258,2019q4
20191030,0001712184-19-000260,1712184,LIBERTY LATIN AMERICA LTD.,4841.0,US,CO,DENVER,80202,1550 WEWATTA STREET,SUITE 1000,303-220-6600,US,CO,DENVER,80202,1550 WEWATTA STREET,SUITE 1000,BM,,0.0,LATAM SPLITCO LTD.,20170718.0,4-NON,0,1231.0,8-K,20191031,2019.0,FY,2019-10-30 17:10:00.0,0,0,a8-kitem203october2920_htm.xml,1,,19,260,2019q4
20191105,0001712184-19-000270,1712184,LIBERTY LATIN AMERICA LTD.,4841.0,US,CO,DENVER,80202,1550 WEWATTA STREET,SUITE 1000,303-220-6600,US,CO,DENVER,80202,1550 WEWATTA STREET,SUITE 1000,BM,,0.0,LATAM SPLITCO LTD.,20170718.0,1-LAF,0,1231.0,10-Q,20190930,2019.0,Q3,2019-11-05 16:34:00.0,0,1,lla10-qq32019quarterly_htm.xml,1,,19,270,2019q4
