,2019q2,2018q4,2019q3,2019q1,2019q4
CommonStockSharesAuthorized,60000000.0,60000000.0,1000.0,,1000.0
AllowanceForDoubtfulAccountsReceivableCurrent,892000.0,806000.0,845000.0,,892000.0
UtilitiesPropertyPlantAndEquipmentGross,1832336000.0,1722421000.0,1832336000.0,1658935000.0,1924183000.0
AllowanceForDoubtfulAccountsReceivableOtherCurrent,59000.0,59000.0,59000.0,,59000.0
NonUtilitiesPropertyPlantAndEquipmentGross,25829000.0,15941000.0,30201000.0,24511000.0,25829000.0
CommonStockSharesOutstanding,165.0,146.0,36831696.0,,36839301.0
PropertyPlantAndEquipmentGross,1867878000.0,1795500000.0,1898157000.0,1755599000.0,1832336000.0
PublicUtilitiesPropertyPlantAndEquipmentAccumulatedDepreciation,551244000.0,556344000.0,561855000.0,561855000.0,577145000.0
PropertyPlantAndEquipmentNet,1218830000.0,1181616000.0,1238789000.0,1150926000.0,1358830000.0
Goodwill,1116000.0,1116000.0,1116000.0,1116000.0,1116000.0
PropertyPlantAndEquipmentAndInvestmentsOtherNet,25356000.0,24070000.0,25356000.0,24070000.0,27579000.0
PropertyPlantAndEquipmentAndInvestmentsOtherAndGoodwillNet,26472000.0,24290000.0,26472000.0,25186000.0,25495000.0
CashAndCashEquivalentsAtCarryingValue,2261000.0,6661000.0,7141000.0,214000.0,1976000.0
AccountsReceivableNetCurrent,17485000.0,29915000.0,23395000.0,26127000.0,23395000.0
UnbilledReceivablesCurrent,17892000.0,19987000.0,23588000.0,18852000.0,21195000.0
AccountsReceivableFromUSGovernmentNetCurrent,20862000.0,3725000.0,21543000.0,3725000.0,20925000.0
AccountsAndOtherReceivablesNetCurrent,2001000.0,2411000.0,1959000.0,1959000.0,1959000.0
IncomeTaxesReceivable,2164000.0,730000.0,2164000.0,4737000.0,2164000.0
DueFromRelatedPartiesIncomeTaxesCurrent,648000.0,1559000.0,5617000.0,,0.0
InventoryRawMaterialsAndSupplies,5775000.0,4795000.0,5775000.0,4797000.0,5775000.0
RegulatoryAssetsCurrent,16527000.0,34220000.0,13671000.0,34220000.0,16527000.0
PrepaidExpenseAndOtherAssetsCurrent,6063000.0,6915000.0,5586000.0,5596000.0,5599000.0
ContractWithCustomerAssetGrossCurrent,22169000.0,18889000.0,22169000.0,0.0,22169000.0
AssetsCurrent,65853000.0,101244000.0,131468000.0,101244000.0,131468000.0
AccountReceivablefromUSGovernmentNetNoncurrent,39149000.0,0.0,38910000.0,0.0,39583000.0
ContractWithCustomerAssetGrossNoncurrent,5281000.0,154000.0,2278000.0,0.0,2278000.0
OperatingLeaseRightOfUseAsset,0.0,,0.0,,12494000.0
OtherAssetsNoncurrent,5322000.0,5667000.0,5418000.0,5667000.0,5426000.0
RegulatoryAndOtherAssets,10622000.0,5685000.0,5218000.0,5683000.0,17819000.0
Assets,1423664000.0,1364729000.0,1567283000.0,1389222000.0,1501433000.0
CommonStockValue,253689000.0,244716000.0,292412000.0,,292412000.0
RetainedEarningsAccumulatedDeficit,210025000.0,243660000.0,222179000.0,,0.0
StockholdersEquity,529945000.0,488376000.0,478536000.0,465945000.0,539210000.0
LongTermDebtNoncurrent,281087000.0,281010000.0,281014000.0,321039000.0,281001000.0
CapitalizationLongtermDebtAndEquity,784139000.0,769386000.0,796538000.0,850984000.0,839310000.0
LongTermDebtCurrent,40320000.0,324000.0,40320000.0,40320000.0,344000.0
AccountsPayableCurrent,46578000.0,50978000.0,55645000.0,42497000.0,59771000.0
TaxesPayableCurrent,360000.0,225000.0,360000.0,360000.0,360000.0
FranchiseAndAssessmentFeesTaxes,6915000.0,10197000.0,10094000.0,,10094000.0
EmployeeRelatedLiabilitiesCurrent,11948000.0,12969000.0,10708000.0,11910000.0,10389000.0
AccruedLiabilitiesCurrent,3865000.0,6298000.0,3109000.0,,6488000.0
EnergyMarketingContractLiabilitiesCurrent,311000.0,1143000.0,267000.0,,311000.0
ContractWithCustomerLiabilityCurrent,7530000.0,,7530000.0,,12689000.0
OperatingLeaseLiabilityCurrent,0.0,,0.0,,1559000.0
OtherLiabilitiesCurrent,9843000.0,11469000.0,10007000.0,15109000.0,10731000.0
LiabilitiesCurrent,146585000.0,174746000.0,123299000.0,146585000.0,146585000.0
DueToRelatedPartiesNoncurrent,116148000.0,,151289000.0,57289000.0,151240000.0
NotesPayableToBankNoncurrent,95500000.0,70000000.0,185500000.0,0.0,194500000.0
CustomerAdvancesForConstruction,66305000.0,67465000.0,63582000.0,66305000.0,63788000.0
ContributionsInAidOfConstruction,125530000.0,123686000.0,124385000.0,124385000.0,129343000.0
DeferredTaxLiabilitiesNoncurrent,112850000.0,115703000.0,117733000.0,115703000.0,121938000.0
