,2019q2,2018q4,2019q3,2019q1,2019q4
NetIncomeLoss,,,,,-5702.0
ForeignCurrencyTransactionGainLossBeforeTax,,,,,-311.0
IncreaseDecreaseInPrepaidExpense,,,,,3936.0
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,-24126.0
IncreaseDecreaseInContractWithCustomerLiability,,,,,40279.0
NetCashProvidedByUsedInOperatingActivities,,,,,
ProceedsFromRelatedPartyDebt,,,,,
NetCashProvidedByUsedInFinancingActivities,,,,,
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,,,,,
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,,,,,
InterestPaidNet,,,,,
IncomeTaxesPaidNet,,,,,
