,2019q2,2018q4,2019q3,2019q1,2019q4
CashAndCashEquivalentsAtCarryingValue,47596000.0,75181000.0,58871000.0,47596000.0,
RestrictedCash,2233000.0,1787000.0,2233000.0,2200000.0,
FeesReceivable,20320000.0,14924000.0,20320000.0,16963000.0,
PrepaidExpenseCurrentAndNoncurrent,2301000.0,2855000.0,4714000.0,2368000.0,
DueFromRelatedParties,2628000.0,3236000.0,2628000.0,3236000.0,
PropertyPlantAndEquipmentNet,8108000.0,7096000.0,8108000.0,4782000.0,
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,137253000.0,137253000.0,168436000.0,137253000.0,
DeferredIncomeTaxAssetsNet,107726000.0,73381000.0,107726000.0,95006000.0,
OtherAssets,11014000.0,10769000.0,11014000.0,8535000.0,
Assets,293795000.0,293795000.0,392844000.0,293795000.0,
AccountsPayableCurrentAndNoncurrent,1700000.0,476000.0,2749000.0,1700000.0,
EmployeeRelatedLiabilitiesCurrentAndNoncurrent,8092000.0,30399000.0,12216000.0,32798000.0,
DeferredRevenue,6245000.0,,,,
DebtInstrumentCarryingAmount,84162000.0,,,,
MemberDistributionPayable,11837000.0,11837000.0,4618000.0,11837000.0,
DueToRelatedPartiesCurrentAndNoncurrent,69636000.0,65048000.0,69636000.0,34133000.0,
DividendsPayableCurrentAndNoncurrent,5673000.0,0.0,7345000.0,3893000.0,
OtherLiabilities,7659000.0,8221000.0,8986000.0,7659000.0,
Liabilities,157721000.0,194094000.0,190869000.0,157721000.0,
CommitmentsAndContingencies,,,,,
AdditionalPaidInCapital,73829000.0,86089000.0,92482000.0,73829000.0,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,7000.0,,7000.0,0.0,
RetainedEarningsAccumulatedDeficit,17686000.0,15178000.0,,15311000.0,
StockholdersEquity,78426000.0,101316000.0,110226000.0,103606000.0,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,136074000.0,162147000.0,177835000.0,173131000.0,
LiabilitiesAndStockholdersEquity,293795000.0,293795000.0,360591000.0,363852000.0,
PreferredStockParOrStatedValuePerShare,,0.001,0.001,0.001,
PreferredStockSharesAuthorized,,10000000.0,10000000.0,10000000.0,
PreferredStockSharesIssued,,0.0,0.0,0.0,
ContractWithCustomerLiability,,6245000.0,3704000.0,6245000.0,
LongTermDebt,,72802000.0,70954000.0,71878000.0,
PreferredStockValue,,0.0,0.0,0.0,
SecuredFinancingFairValueDisclosure,,,16613000.0,,
OperatingLeaseRightOfUseAsset,,,10770000.0,,
OperatingLeaseLiability,,,11661000.0,,
