,2019q2,2018q4,2019q3,2019q1,2019q4
ProfitLoss,71794000.0,18234000.0,23103000.0,17833000.0,
CumulativeEffectOfNewAccountingPrincipleInPeriodOfAdoption,997000.0,997000.0,997000.0,997000.0,
OtherComprehensiveIncomeLossNetOfTax,15000.0,,0.0,23000.0,
LimitedLiabilityCompanyLLCMembersEquityUnitBasedCompensation,4363000.0,,,,
StockIssuedDuringPeriodValueContingentCompensation,425000.0,,425000.0,425000.0,
StockRepurchasedDuringPeriodValue,18783000.0,,,,
StockIssuedDuringPeriodValueNewIssues,-2000.0,-2000.0,,-2000.0,
StockIssuedDuringPeriodValueEmployeeStockPurchasePlan,264000.0,,,,
AdjustmentsToAdditionalPaidInCapitalChangeInOwnershipVestingOfRestrictedStock,0.0,,,,
StockIssuedDuringPeriodValueStockOptionsExercised,1192000.0,,,,
DistributionMadeToLimitedLiabilityCompanyLLCMemberCashDistributionsDeclared,55893000.0,29568000.0,11543000.0,38247000.0,
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,2114000.0,787000.0,437000.0,1787000.0,
StockholdersEquityReorganizationAndPurchaseOfSubsidiaryInterest,37200000.0,,,,
AdjustmentsToAdditionalPaidInCapitalTaxReceivableAgreement,50543000.0,,,,
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,5844000.0,,,,
StockIssuedDuringPeriodValueRestrictedStockAwardNetOfForfeitures,0.0,,,,
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,5387000.0,174000.0,150000.0,174000.0,
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,318000.0,,,,
TreasuryStockRetiredCostMethodAmount,0.0,,,,
StockIssuedDuringPeriodValueAcquisitions,612000.0,,,,
AdjustmentsToAdditionalPaidInCapitalDeferredTaxAdjustmentDueToExerciseOfOptionsAndVestingOfRestrictedStock,10346000.0,6170000.0,4000.0,7191000.0,
Dividends,13404000.0,9458000.0,7345000.0,14783000.0,
StockIssuedDuringPeriodValueOfferingAdjustment,-2000.0,,,,
LimitedLiabilityCompanyLlcMembersEquityIncludingPortionAttributableToNoncontrollingInterest,169722000.0,,,,
NoncontrollingInterestIncreaseDecreaseForEquityReallocationBetweenControllingAndNonControllingInterests,0.0,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,3220000.0,1610000.0,4824000.0,
MinorityInterestDecreaseFromRedemptions,,0.0,0.0,0.0,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,162147000.0,177835000.0,173131000.0,
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationEmployeeStockPurchaseProgramRequisiteServicePeriodRecognition,,,-276000.0,,
