filed,adsh,cik,name,sic,countryba,stprba,cityba,zipba,bas1,bas2,baph,countryma,stprma,cityma,zipma,mas1,mas2,countryinc,stprinc,ein,former,changed,afs,wksi,fye,form,period,fy,fp,accepted,prevrpt,detail,instance,nciks,aciks,yr,fik,quarter
20181030,0000049196-18-000063,49196,HUNTINGTON BANCSHARES INC/MD,6021.0,US,OH,COLUMBUS,43287,HUNTINGTON CTR,41 S HIGH ST HC0917,6144803594,US,OH,COLUMBUS,43287,HUNTINGTON CENTER,41 S HIGH ST HC0917,US,MD,310724920.0,,,1-LAF,0,1231.0,10-Q,20180930,2018.0,Q3,2018-10-30 17:10:00.0,0,1,hban-20180930.xml,1,,18,63,2018q4
20190215,0000049196-19-000018,49196,HUNTINGTON BANCSHARES INC/MD,6021.0,US,OH,COLUMBUS,43287,HUNTINGTON CTR,41 S HIGH ST HC0917,6144803594,US,OH,COLUMBUS,43287,HUNTINGTON CENTER,41 S HIGH ST HC0917,US,MD,310724920.0,,,1-LAF,1,1231.0,10-K,20181231,2018.0,FY,2019-02-15 16:07:00.0,0,1,hban-20181231.xml,1,,19,18,2019q1
20190429,0000049196-19-000028,49196,HUNTINGTON BANCSHARES INC/MD,6021.0,US,OH,COLUMBUS,43287,HUNTINGTON CTR,41 S HIGH ST HC0917,6144803594,US,OH,COLUMBUS,43287,HUNTINGTON CENTER,41 S HIGH ST HC0917,US,MD,310724920.0,,,1-LAF,0,1231.0,10-Q,20190331,2019.0,Q1,2019-04-29 17:30:00.0,0,1,hban-20190331.xml,1,,19,28,2019q2
20190729,0000049196-19-000054,49196,HUNTINGTON BANCSHARES INC/MD,6021.0,US,OH,COLUMBUS,43287,HUNTINGTON CTR,41 S HIGH ST HC0917,6144802265,US,OH,COLUMBUS,43287,HUNTINGTON CENTER,41 S HIGH ST HC0917,US,MD,310724920.0,,,1-LAF,0,1231.0,10-Q,20190630,2019.0,Q2,2019-07-29 17:16:00.0,0,1,hban2019063010q_htm.xml,1,,19,54,2019q3
20191017,0000049196-19-000059,49196,HUNTINGTON BANCSHARES INC/MD,6021.0,US,OH,COLUMBUS,43287,HUNTINGTON CTR,41 S HIGH ST HC0917,6144802265,US,OH,COLUMBUS,43287,HUNTINGTON CENTER,41 S HIGH ST HC0917,US,MD,310724920.0,,,1-LAF,0,1231.0,8-K,20191031,2019.0,FY,2019-10-17 16:07:00.0,0,0,hban-2019x10x17x8k_htm.xml,1,,19,59,2019q4
20191024,0000049196-19-000066,49196,HUNTINGTON BANCSHARES INC/MD,6021.0,US,OH,COLUMBUS,43287,HUNTINGTON CTR,41 S HIGH ST HC0917,6144802265,US,OH,COLUMBUS,43287,HUNTINGTON CENTER,41 S HIGH ST HC0917,US,MD,310724920.0,,,1-LAF,0,1231.0,8-K,20191031,2019.0,FY,2019-10-24 07:34:00.0,0,0,hban201909308k_htm.xml,1,,19,66,2019q4
20191024,0000049196-19-000067,49196,HUNTINGTON BANCSHARES INC/MD,6021.0,US,OH,COLUMBUS,43287,HUNTINGTON CTR,41 S HIGH ST HC0917,6144802265,US,OH,COLUMBUS,43287,HUNTINGTON CENTER,41 S HIGH ST HC0917,US,MD,310724920.0,,,1-LAF,0,1231.0,8-K,20191031,2019.0,FY,2019-10-24 15:08:00.0,0,0,hban-2019x10x24x8k_htm.xml,1,,19,67,2019q4
20191028,0000049196-19-000071,49196,HUNTINGTON BANCSHARES INC/MD,6021.0,US,OH,COLUMBUS,43287,HUNTINGTON CTR,41 S HIGH ST HC0917,6144802265,US,OH,COLUMBUS,43287,HUNTINGTON CENTER,41 S HIGH ST HC0917,US,MD,310724920.0,,,1-LAF,0,1231.0,10-Q,20190930,2019.0,Q3,2019-10-28 17:24:00.0,0,1,hban2019093010q_htm.xml,1,,19,71,2019q4
20191211,0000049196-19-000078,49196,HUNTINGTON BANCSHARES INC/MD,6021.0,US,OH,COLUMBUS,43287,HUNTINGTON CTR,41 S HIGH ST HC0917,6144802265,US,OH,COLUMBUS,43287,HUNTINGTON CENTER,41 S HIGH ST HC0917,US,MD,310724920.0,,,1-LAF,0,1231.0,8-K,20191130,2019.0,FY,2019-12-11 07:57:00.0,0,0,hban-2019x12x11x8k_htm.xml,1,,19,78,2019q4
20191219,0000049196-19-000080,49196,HUNTINGTON BANCSHARES INC/MD,6021.0,US,OH,COLUMBUS,43287,HUNTINGTON CTR,41 S HIGH ST HC0917,6144802265,US,OH,COLUMBUS,43287,HUNTINGTON CENTER,41 S HIGH ST HC0917,US,MD,310724920.0,,,1-LAF,0,1231.0,8-K,20191231,2019.0,FY,2019-12-19 16:42:00.0,0,0,hban-2019x12x18x8k_htm.xml,1,,19,80,2019q4
