filed,adsh,cik,name,sic,countryba,stprba,cityba,zipba,bas1,bas2,baph,countryma,stprma,cityma,zipma,mas1,mas2,countryinc,stprinc,ein,former,changed,afs,wksi,fye,form,period,fy,fp,accepted,prevrpt,detail,instance,nciks,aciks,yr,fik,quarter
20181009,0001654954-18-010915,1654954,"SUNSHINE BIOPHARMA, INC",8731.0,CA,QC,POINTE-CLAIRE,H9R 0A5,6500 TRANS-CANADA HIGHWAY,4TH FLOOR,514-426-6161,CA,QC,POINTE-CLAIRE,H9R 0A5,6500 TRANS-CANADA HIGHWAY,4TH FLOOR,US,CO,205566275.0,"MOUNTAIN WEST BUSINESS SOLUTIONS, INC",20071030.0,4-NON,0,1231.0,S-1,20180630,2018.0,Q2,2018-10-09 16:09:00.0,0,1,sbfm-20180630.xml,1,,18,10915,2018q4
20181012,0001654954-18-011076,1654954,AEHR TEST SYSTEMS,3825.0,US,CA,FREMONT,94539,400 KATO TERRACE,,5106239400,US,CA,FREMONT,94539,400 KATO TERRACE,,US,CA,942424084.0,,,4-NON,0,531.0,10-Q,20180831,2019.0,Q1,2018-10-12 16:58:00.0,0,1,aehr-20180831.xml,1,,18,11076,2018q4
20181015,0001654954-18-011173,1654954,INTELLIPHARMACEUTICS INTERNATIONAL INC.,2834.0,CA,ON,TORONTO,M9W 5X2,30 WORCESTER ROAD,,416-798-3001,CA,ON,TORONTO,M9W 5X2,30 WORCESTER ROAD,,CA,ON,0.0,INTELLIPHARMACEUTICS INTERNATIONAL INC.,20091020.0,,0,1130.0,6-K,20180831,2018.0,Q3,2018-10-15 17:26:00.0,0,1,ipci-20180831.xml,1,,18,11173,2018q4
20181015,0001654954-18-011148,1654954,"EXEO ENTERTAINMENT, INC.",3570.0,US,NV,LAS VEGAS,89118,"4478 WAGON TRAIL AVE,",,702-361-3188,US,NV,LAS VEGAS,89118,"4478 WAGON TRAIL AVE,",,US,NV,452224704.0,,,4-NON,0,1130.0,10-Q,20180831,2018.0,Q3,2018-10-15 16:37:00.0,0,1,exeo-20180831.xml,1,,18,11148,2018q4
20181015,0001654954-18-011142,1654954,"LAREDO OIL, INC.",1311.0,US,CO,GOLDEN,80403,110 N. RUBEY DR.,SUITE 120,720-295-1214,US,CO,GOLDEN,80403,110 N. RUBEY DR.,SUITE 120,US,DE,262435874.0,"LAREDO MINING, INC.",20080808.0,4-NON,0,531.0,10-Q,20180831,2019.0,Q1,2018-10-15 16:08:00.0,0,1,lrdc-20180831.xml,1,,18,11142,2018q4
20181015,0001654954-18-011177,1654954,"AFTERMASTER, INC.",3663.0,US,CA,HOLLYWOOD,90028,"6671 SUNSET BLVD., SUITE 1520",,(310) 657-4886,US,CA,HOLLYWOOD,90028,"6671 SUNSET BLVD., SUITE 1520",,US,DE,232517953.0,"STUDIO ONE MEDIA, INC.",20060330.0,4-NON,0,630.0,10-K,20180630,2018.0,FY,2018-10-15 17:29:00.0,0,1,somd-20180630.xml,1,,18,11177,2018q4
20181015,0001654954-18-011103,1654954,"MABVAX THERAPEUTICS HOLDINGS, INC.",2834.0,US,CA,SAN DIEGO,92121,11535 SORRENTO VALLEY ROAD,SUITE 400,8582599405,US,CA,SAN DIEGO,92121,11535 SORRENTO VALLEY ROAD,SUITE 400,US,DE,930987903.0,TELIK INC,20000313.0,4-NON,0,1231.0,10-Q,20180331,2018.0,Q1,2018-10-15 06:11:00.0,0,1,mbvx-20180331.xml,1,,18,11103,2018q4
20181015,0001654954-18-011102,1654954,"MABVAX THERAPEUTICS HOLDINGS, INC.",2834.0,US,CA,SAN DIEGO,92121,11535 SORRENTO VALLEY ROAD,SUITE 400,8582599405,US,CA,SAN DIEGO,92121,11535 SORRENTO VALLEY ROAD,SUITE 400,US,DE,930987903.0,TELIK INC,20000313.0,4-NON,0,1231.0,10-K/A,20171231,2017.0,FY,2018-10-15 06:08:00.0,0,1,mbvx-20171231.xml,1,,18,11102,2018q4
20181015,0001654954-18-011104,1654954,"MABVAX THERAPEUTICS HOLDINGS, INC.",2834.0,US,CA,SAN DIEGO,92121,11535 SORRENTO VALLEY ROAD,SUITE 400,8582599405,US,CA,SAN DIEGO,92121,11535 SORRENTO VALLEY ROAD,SUITE 400,US,DE,930987903.0,TELIK INC,20000313.0,4-NON,0,1231.0,10-Q,20180630,2018.0,Q2,2018-10-15 06:13:00.0,0,1,mbvx-20180630.xml,1,,18,11104,2018q4
20181016,0001654954-18-011180,1654954,"NATIONAL AMERICAN UNIVERSITY HOLDINGS, INC.",8200.0,US,SD,RAPID CITY,57701,5301 MT. RUSHMORE ROAD,,(605) 721-5220,US,SD,RAPID CITY,57701,5301 MT. RUSHMORE ROAD,,US,DE,830479936.0,CAMDEN LEARNING CORP,20070517.0,4-NON,0,531.0,10-Q,20180831,2018.0,Q1,2018-10-15 17:38:00.0,0,1,nauh-20180831.xml,1,,18,11180,2018q4
