,2019q2,2018q4,2019q3,2019q1,2019q4
PreferredStockParOrStatedValuePerShare,0.01,0.01,0.01,0.01,0.01
PreferredStockSharesAuthorized,60000.0,60000.0,60000.0,60000.0,60000.0
CashAndCashEquivalentsAtCarryingValue,105668000.0,121665000.0,128096000.0,84884000.0,119050000.0
PreferredStockSharesIssued,0.0,0.0,0.0,0.0,0.0
ReceivablesNetCurrent,1606159000.0,1755710000.0,1606159000.0,1606159000.0,1787158000.0
InventoryNet,2338125000.0,2214295000.0,2287615000.0,1948663000.0,2287615000.0
CommonStockParOrStatedValuePerShare,0.01,0.01,0.01,0.01,0.01
CommonStockSharesAuthorized,150000000.0,150000000.0,150000000.0,150000000.0,150000000.0
PrepaidExpenseCurrent,421553000.0,416805000.0,421553000.0,376836000.0,425595000.0
CommonStockSharesIssued,79656000.0,81952000.0,79656000.0,81771000.0,79193000.0
OtherAssetsCurrent,74358000.0,104425000.0,73341000.0,74919000.0,74919000.0
AssetsCurrent,4688965000.0,4072967000.0,4509296000.0,4509296000.0,4727780000.0
TreasuryStockShares,7349000.0,7350000.0,7348000.0,7349000.0,7349000.0
PropertyPlantAndEquipmentGross,8227074000.0,8053767000.0,8227074000.0,,8357331000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,3608067000.0,3215494000.0,3682821000.0,,3527172000.0
PropertyPlantAndEquipmentNet,4699902000.0,4586236000.0,4699902000.0,4699902000.0,4600630000.0
OperatingLeaseRightOfUseAsset,320800000.0,,343716000.0,,334083000.0
Goodwill,2520966000.0,2522139000.0,2565702000.0,2520966000.0,2519214000.0
IndefiniteLivedTradeNames,702774000.0,644208000.0,707380000.0,707380000.0,689788000.0
FiniteLivedIntangibleAssetsNet,247790000.0,247559000.0,254430000.0,247559000.0,227165000.0
OtherAssetsNoncurrent,407149000.0,387870000.0,407149000.0,387870000.0,294102000.0
Assets,13605075000.0,13000926000.0,13099123000.0,10230596000.0,13099123000.0
LongTermDebtCurrent,1742373000.0,1203683000.0,1742373000.0,1742373000.0,1273158000.0
AccountsPayableAndAccruedLiabilitiesCurrent,1523866000.0,1623418000.0,1713934000.0,1523866000.0,1523866000.0
OperatingLeaseLiabilityCurrent,99642000.0,,100345000.0,,102682000.0
LiabilitiesCurrent,3266239000.0,2957271000.0,3266239000.0,2655355000.0,3114699000.0
DeferredIncomeTaxLiabilitiesNet,422772000.0,400693000.0,413740000.0,328103000.0,434912000.0
LongTermDebtNoncurrent,1497975000.0,1559895000.0,1169489000.0,1559895000.0,1515601000.0
OperatingLeaseLiabilityNoncurrent,227595000.0,,249844000.0,,238560000.0
OtherLiabilitiesNoncurrent,463484000.0,511407000.0,463484000.0,455028000.0,355731000.0
Liabilities,5659064000.0,5397922000.0,5659064000.0,5659064000.0,5627483000.0
CommitmentsAndContingencies,,,,,
PreferredStockValue,0.0,0.0,0.0,0.0,0.0
CommonStockValue,798000.0,820000.0,797000.0,797000.0,792000.0
AdditionalPaidInCapitalCommonStock,1853484000.0,1828131000.0,1859248000.0,1828131000.0,1852173000.0
RetainedEarningsAccumulatedDeficit,6588197000.0,6004506000.0,6588197000.0,6004506000.0,6991076000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-777547000.0,-558527000.0,-732521000.0,-791608000.0,-882287000.0
StockholdersEquityBeforeTreasuryStock,7786517000.0,7779501000.0,7649559000.0,7649559000.0,7974480000.0
TreasuryStockValue,215745000.0,215745000.0,215712000.0,215766000.0,215745000.0
StockholdersEquity,7433814000.0,7059162000.0,7433814000.0,7433814000.0,7758768000.0
MinorityInterest,6244000.0,8021000.0,6518000.0,7847000.0,6245000.0
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,7346009000.0,7571777000.0,7577045000.0,5783487000.0,7765279000.0
LiabilitiesAndStockholdersEquity,13605075000.0,12094853000.0,13806102000.0,12094853000.0,13099123000.0
TemporaryEquityCarryingAmountIncludingPortionAttributableToNoncontrollingInterests,,29463000.0,,29463000.0,
