,2019q2,2018q4,2019q3,2019q1,2019q4
AllowanceForDoubtfulAccountsReceivableCurrent,5900000.0,5785000.0,4200000.0,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,246700000.0,178168000.0,263500000.0,,
CashAndCashEquivalentsAtCarryingValue,23900000.0,75774000.0,20000000.0,,
AccountsReceivableNetCurrent,226600000.0,255101000.0,239500000.0,214200000.0,
InventoryNet,50500000.0,49597000.0,52800000.0,48100000.0,
OtherReceivablesNetCurrent,18400000.0,19191000.0,18400000.0,18400000.0,
PrepaidExpenseAndOtherAssetsCurrent,7900000.0,,7900000.0,7600000.0,
AssetsCurrent,329700000.0,311685000.0,346800000.0,324100000.0,
PropertyPlantAndEquipmentNet,672600000.0,636268000.0,680200000.0,636300000.0,
OperatingLeaseRightOfUseAsset,74000000.0,,72100000.0,,
Goodwill,239300000.0,204731000.0,239300000.0,133300000.0,
IntangibleAssetsNetExcludingGoodwill,110500000.0,118123000.0,116600000.0,118100000.0,
OtherAssetsNoncurrent,11100000.0,7322000.0,11100000.0,11100000.0,
Assets,1371300000.0,1276134000.0,1449700000.0,1371300000.0,
AccountsPayableCurrent,125800000.0,117070000.0,125800000.0,125800000.0,
AccruedLiabilitiesCurrent,109800000.0,65420000.0,98100000.0,96300000.0,
LongTermDebtAndCapitalLeaseObligationsCurrent,30200000.0,25951000.0,30800000.0,30800000.0,
OperatingLeaseLiabilityCurrent,13500000.0,,13600000.0,,
LiabilitiesCurrent,252900000.0,208441000.0,268800000.0,208500000.0,
LongTermDebtNoncurrent,683300000.0,700718000.0,684200000.0,683300000.0,
OperatingLeaseLiabilityNoncurrent,62800000.0,,61000000.0,,
DeferredCreditsAndOtherLiabilitiesNoncurrent,54800000.0,93341000.0,54800000.0,93300000.0,
DeferredIncomeTaxLiabilitiesNet,45100000.0,4825000.0,45600000.0,4800000.0,
Liabilities,1102000000.0,973992000.0,1034100000.0,1034100000.0,
CommitmentsAndContingencies,,,,,
PreferredStockValue,0.0,0.0,0.0,0.0,
CommonStockValue,0.0,18000.0,0.0,0.0,
AdditionalPaidInCapitalCommonStock,329600000.0,319016000.0,340900000.0,329600000.0,
RetainedEarningsAccumulatedDeficit,13500000.0,-13784000.0,16200000.0,16200000.0,
TreasuryStockValue,33400000.0,26675000.0,35600000.0,24800000.0,
StockholdersEquity,310500000.0,314770000.0,312400000.0,312400000.0,
MinorityInterest,24900000.0,21691000.0,24800000.0,21700000.0,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,302100000.0,336528000.0,337200000.0,337200000.0,
LiabilitiesAndStockholdersEquity,1371300000.0,1276134000.0,1449700000.0,1276100000.0,
PrepaidExpenseCurrent,,5297000.0,,,
OtherAssetsCurrent,,2310000.0,,,
PreferredStockParOrStatedValuePerShare,,,,0.001,
PreferredStockSharesAuthorized,,,,10000000.0,
PreferredStockSharesIssued,,,,0.0,
CashEquivalentsAtCarryingValue,,,,22600000.0,
CommonStockParOrStatedValuePerShare,,,,0.001,
CommonStockSharesAuthorized,,,,100000000.0,
CommonStockSharesIssued,,,,17585000.0,
CommonStockSharesOutstanding,,,,16631000.0,
TreasuryStockShares,,,,1143000.0,
