,2019q2,2018q4,2019q3,2019q1,2019q4
CashAndCashEquivalentsAtCarryingValue,,17996000000.0,,,
ShortTermInvestments,,2280000000.0,,,
PremiumsReceivableAtCarryingValue,,2240000000.0,,,
OtherReceivables,,3220000000.0,,,
ReinsuranceRecoverablesOnPaidAndUnpaidLosses,,1050000000.0,,,
IncomeTaxesReceivable,,0.0,,,
OtherAssetsCurrent,,2681000000.0,,,
AssetsCurrent,,15523000000.0,,,
LongTermInvestments,,17793000000.0,,,
ReinsuranceRecoverables,,3323000000.0,,,
Goodwill,,10571000000.0,,,
IntangibleAssetsNetExcludingGoodwill,,1058000000.0,,,
PropertyPlantAndEquipmentNet,,586000000.0,,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,127000000.0,,,
OtherAssetsNoncurrent,,1684000000.0,,,
SeparateAccountAssets,,4296000000.0,,,
Assets,,57103000000.0,,,
LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseNet,,5815000000.0,,,
ShortTermFuturePolicyBenefits,,604000000.0,,,
ShortTermUnpaidClaims,,826000000.0,,,
UnearnedPremiums,,654000000.0,,,
PolicyholdersFunds,,2918000000.0,,,
LongTermDebtCurrent,,375000000.0,,,
TaxesPayableCurrent,,0.0,,,
OtherLiabilitiesCurrent,,4997000000.0,,,
LiabilitiesCurrent,,16670000000.0,,,
LiabilityForFuturePolicyBenefits,,5568000000.0,,,
LongTermUnpaidClaims,,1922000000.0,,,
PolicyholderFunds,,636000000.0,,,
LongTermDebtNoncurrent,,8160000000.0,,,
OtherLiabilitiesNoncurrent,,1597000000.0,,,
SeparateAccountsLiability,,4205000000.0,,,
Liabilities,,39314000000.0,,,
CommitmentsAndContingencies,,,,,
CommonStocksIncludingAdditionalPaidInCapital,,4779000000.0,,,
RetainedEarningsAccumulatedDeficit,,15325000000.0,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,-1813000000.0,,,
StockholdersEquity,,15580000000.0,,,
MinorityInterest,,272000000.0,,,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,16665000000.0,,,
LiabilitiesAndStockholdersEquity,,55151000000.0,,,
