,2019q2,2018q4,2019q3,2019q1,2019q4
RevenueFromContractWithCustomerExcludingAssessedTax,164796000.0,316965000.0,243838000.0,81156000.0,331504000.0
EducationalServicesAndFacilities,45822000.0,181027000.0,42836000.0,44081000.0,182589000.0
SellingGeneralAndAdministrativeExpense,86024000.0,145060000.0,36661000.0,44520000.0,169651000.0
OperatingExpenses,177581000.0,365769000.0,79497000.0,84760000.0,326087000.0
OperatingIncomeLoss,-8820000.0,-35275000.0,-24224000.0,-3604000.0,-7802000.0
InterestIncomeExpenseNet,-500000.0,,-1271000.0,-411000.0,
IncomeLossFromEquityMethodInvestments,198000.0,385000.0,96000.0,97000.0,399000.0
OtherNonoperatingIncomeExpense,328000.0,1090000.0,307000.0,-26000.0,1078000.0
NonoperatingIncomeExpense,-50000.0,-2903000.0,-481000.0,-360000.0,-907000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-5174000.0,-35697000.0,-13092000.0,-7584000.0,-7665000.0
IncomeTaxExpenseBenefit,222000.0,26170000.0,253000.0,133000.0,5397000.0
NetIncomeLoss,-5263000.0,-1730000.0,-13345000.0,-7717000.0,-8833000.0
PreferredStockDividendsIncomeStatementImpact,2618000.0,1424000.0,1309000.0,1323000.0,5250000.0
NetIncomeLossAvailableToCommonStockholdersBasic,-12586000.0,-13378000.0,-17272000.0,-2458000.0,-37932000.0
EarningsPerShareBasic,-0.4,-0.49,-0.52,-0.1,0.09
EarningsPerShareDiluted,-0.5,-0.49,-1.02,-0.36,0.09
WeightedAverageNumberOfSharesOutstandingBasic,25032000.0,24313000.0,25084000.0,25008000.0,24712000.0
WeightedAverageNumberOfDilutedSharesOutstanding,25057000.0,24313000.0,25186000.0,25008000.0,24712000.0
InvestmentIncomeInterest,,900000.0,,,1425000.0
InterestExpense,,3310000.0,,,3220000.0
