,2019q2,2018q4,2019q3,2019q1,2019q4
CashAndCashEquivalentsAtCarryingValue,,117342000.0,,34396000.0,
AvailableForSaleSecuritiesDebtSecuritiesCurrent,,124640000.0,,103345000.0,
AvailableForSaleSecuritiesCurrent,,103345000.0,,,
AccountsReceivableNetCurrent,,50674000.0,,43121000.0,
PrepaidExpenseAndOtherAssetsCurrent,,30404000.0,,32905000.0,
AssetsCurrent,,302638000.0,,302638000.0,
PropertyPlantAndEquipmentNet,,186991000.0,,186991000.0,
AvailableForSaleSecuritiesDebtSecuritiesNoncurrent,,81383000.0,,61959000.0,
AvailableForSaleSecuritiesNoncurrent,,83627000.0,,,
IntangibleAssetsNetExcludingGoodwill,,68374000.0,,59486000.0,
Goodwill,,144279000.0,,74547000.0,
OtherAssetsNoncurrent,,9290000.0,,36031000.0,
Assets,,831607000.0,,831607000.0,
AccountsPayableCurrent,,24913000.0,,24913000.0,
OtherLiabilitiesCurrent,,26870000.0,,39247000.0,
ContractWithCustomerLiabilityCurrent,,22001000.0,,26287000.0,
LiabilitiesCurrent,,67513000.0,,77388000.0,
OtherLiabilitiesNoncurrent,,18880000.0,,18880000.0,
Liabilities,,96268000.0,,96268000.0,
CommonStockValue,,3000.0,,3000.0,
AdditionalPaidInCapital,,667032000.0,,649817000.0,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,-1417000.0,,-880000.0,
RetainedEarningsAccumulatedDeficit,,87891000.0,,86399000.0,
StockholdersEquity,,793983000.0,,804069000.0,
LiabilitiesAndStockholdersEquity,,861164000.0,,831607000.0,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,438000.0,
CommonStockParOrStatedValuePerShare,,,,0.0001,
CommonStockSharesAuthorized,,,,140000000.0,
CommonStockSharesIssued,,,,34228000.0,
CommonStockSharesOutstanding,,,,34775000.0,
CommitmentsAndContingencies,,,,,
