,2019q2,2018q4,2019q3,2019q1,2019q4
HeldToMaturitySecuritiesFairValue,400700000.0,407400000.0,400700000.0,400700000.0,97200000.0
CashAndDueFromBanks,213600000.0,196500000.0,261000000.0,244100000.0,298400000.0
InterestBearingDepositsInBanks,100000.0,562300000.0,577800000.0,100000.0,971100000.0
PreferredStockSharesAuthorized,100000.0,100000.0,100000.0,,100000.0
FederalFundsSold,741500000.0,48400000.0,2100000.0,577800000.0,100000.0
PreferredStockSharesIssued,0.0,0.0,0.0,,0.0
CashCashEquivalentsAndFederalFundsSold,822000000.0,758900000.0,1128900000.0,758900000.0,822000000.0
PreferredStockSharesOutstanding,0.0,0.0,0.0,,0.0
AvailableForSaleSecuritiesDebtSecurities,2270700000.0,2158800000.0,2609700000.0,2208700000.0,2732200000.0
HeldToMaturitySecurities,117000000.0,484500000.0,406800000.0,406800000.0,94900000.0
DebtSecurities,2689000000.0,,,2677500000.0,
LoansAndLeasesReceivableHeldForInvestment,8459200000.0,8480300000.0,8470400000.0,8470400000.0,8470400000.0
LoansReceivableHeldForSaleNetNotPartOfDisposalGroupMortgage,33300000.0,46600000.0,,46600000.0,
LoansAndLeasesReceivableGrossCarryingAmount,8493200000.0,8518000000.0,8503700000.0,8503700000.0,8503700000.0
LoansAndLeasesReceivableAllowance,73000000.0,75700000.0,74100000.0,76200000.0,72100000.0
LoansAndLeasesReceivableNetReportedAmount,8430700000.0,8444400000.0,8985100000.0,8430700000.0,8430700000.0
Goodwill,546300000.0,546400000.0,623500000.0,546700000.0,444700000.0
LifeInsuranceCorporateOrBankOwnedAmount,275100000.0,,291700000.0,260600000.0,292800000.0
PropertyPlantAndEquipmentNet,298200000.0,241900000.0,245200000.0,245200000.0,302800000.0
IndefiniteLivedIntangibleAssetsExcludingGoodwill,54600000.0,,67900000.0,56900000.0,65000000.0
InterestReceivable,44900000.0,48000000.0,50200000.0,38000000.0,44900000.0
ServicingAssetAtAmortizedValue,27900000.0,24800000.0,28600000.0,27700000.0,29800000.0
RealEstateAcquiredThroughForeclosure,21100000.0,10000000.0,14400000.0,14400000.0,17800000.0
OtherAssets,162800000.0,153900000.0,181500000.0,159100000.0,196500000.0
Assets,13498200000.0,13355800000.0,13300200000.0,13300200000.0,13300200000.0
NoninterestBearingDepositLiabilities,3158300000.0,2900000000.0,3158300000.0,2900000000.0,3158300000.0
InterestBearingDepositLiabilities,7656000000.0,7584400000.0,8117000000.0,7522400000.0,8159900000.0
Deposits,10814700000.0,9934900000.0,10680700000.0,10680700000.0,11799600000.0
SecuritiesSoldUnderAgreementsToRepurchase,672600000.0,643000000.0,712400000.0,712400000.0,636900000.0
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,142600000.0,99400000.0,94100000.0,94100000.0,145800000.0
InterestPayableCurrentAndNoncurrent,10000000.0,5600000.0,12400000.0,7800000.0,7800000.0
DeferredIncomeTaxLiabilitiesNet,18700000.0,3000000.0,24400000.0,8600000.0,8600000.0
OtherLongTermDebt,15800000.0,13100000.0,15800000.0,15800000.0,15800000.0
JuniorSubordinatedDebentureOwedToUnconsolidatedSubsidiaryTrust,86900000.0,86900000.0,86900000.0,86900000.0,86900000.0
Liabilities,11606300000.0,11701400000.0,11606300000.0,11606300000.0,11606300000.0
PreferredStockIncludingAdditionalPaidInCapital,0.0,0.0,0.0,0.0,0.0
CommonStocksIncludingAdditionalPaidInCapital,866700000.0,687000000.0,866700000.0,687000000.0,866700000.0
RetainedEarningsAccumulatedDeficit,874700000.0,828300000.0,851800000.0,851800000.0,921400000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-4400000.0,-12000000.0,-24600000.0,-24600000.0,13400000.0
StockholdersEquity,1693900000.0,982600000.0,1427600000.0,1693900000.0,1982600000.0
LiabilitiesAndStockholdersEquity,13498200000.0,13355800000.0,14414600000.0,13300200000.0,13300200000.0
MarketableSecurities,,2693200000.0,2677500000.0,,2677500000.0
BankOwnedLifeInsurance,,273700000.0,,,
CoreDepositIntangiblesNet,,59300000.0,,,
DeferredIncomeTaxAssetsNet,,4000000.0,,4000000.0,
OtherShortTermBorrowings,,20000000.0,,0.0,
LoansReceivableHeldForSaleNetNotPartOfDisposalGroup,,,64100000.0,,33300000.0
