,2019q2,2018q4,2019q3,2019q1,2019q4
ProfitLoss,22147000.0,13056000.0,8766000.0,41019000.0,48924000.0
DepreciationAmortizationAndAccretionNet,4082000.0,10985000.0,7401000.0,12743000.0,11273000.0
Changeinfairvalueofacquisitionrelatedcontingentconsideration,94000.0,198000.0,251000.0,,100000.0
EquityMethodInvestmentRealizedGainLossOnDisposal,0.0,5785000.0,0.0,0.0,0.0
DeferredIncomeTaxExpenseBenefit,-293000.0,869000.0,1575000.0,-787000.0,869000.0
ShareBasedCompensation,782000.0,2861000.0,2548000.0,3725000.0,3108000.0
OtherOperatingActivitiesCashFlowStatement,-2102000.0,868000.0,-1987000.0,2390000.0,-2327000.0
IncreaseDecreaseInAccountsReceivable,8893000.0,11456000.0,2982000.0,,8406000.0
IncreaseDecreaseInInventories,4092000.0,9213000.0,792000.0,,-1932000.0
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,42000.0,897000.0,-107000.0,,-428000.0
IncreaseDecreaseInOperatingLiabilities,3815000.0,4757000.0,4133000.0,,4757000.0
NetCashProvidedByUsedInOperatingActivities,13603000.0,30834000.0,26160000.0,65952000.0,52308000.0
PaymentsToAcquirePropertyPlantAndEquipment,4164000.0,7003000.0,3784000.0,4796000.0,10421000.0
ProceedsFromSaleAndMaturityOfOtherInvestments,0.0,250000.0,993000.0,,7334000.0
PaymentsToAcquireOtherInvestments,843000.0,502000.0,164000.0,,502000.0
PaymentsForProceedsFromBusinessesAndInterestInAffiliates,-832000.0,-832000.0,-832000.0,7671000.0,-832000.0
PaymentsForProceedsFromOtherInvestingActivities,28000.0,36000.0,1971000.0,534000.0,3208000.0
NetCashProvidedByUsedInInvestingActivities,-2441000.0,-4799000.0,-1488000.0,-16444000.0,-5833000.0
PaymentsOfOrdinaryDividends,4682000.0,14032000.0,9353000.0,,14001000.0
PaymentsForRepurchaseOfCommonStock,0.0,0.0,3500000.0,0.0,10781000.0
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,-295000.0,-364000.0,,-1324000.0,
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,653000.0,774000.0,679000.0,256000.0,774000.0
Paymentsforstockoptionsexercisednetofsharessurrenderedforemployeetaxes,-117000.0,-2635000.0,-722000.0,-290000.0,-706000.0
ProceedsFromPaymentsForOtherFinancingActivities,-95000.0,-151000.0,-102000.0,-101000.0,-151000.0
NetCashProvidedByUsedInFinancingActivities,-10665000.0,-18780000.0,-19092000.0,-23755000.0,-18780000.0
EffectOfExchangeRateOnCashAndCashEquivalents,-231000.0,172000.0,-46000.0,322000.0,-571000.0
CashAndCashEquivalentsPeriodIncreaseDecrease,10782000.0,28158000.0,3344000.0,-10113000.0,28158000.0
CashAndCashEquivalentsAtCarryingValue,51317000.0,40535000.0,69131000.0,65787000.0,40535000.0
ImpairmentOfLongLivedAssetsHeldForUse,,259000.0,,87000.0,
IncomeLossFromEquityMethodInvestments,,-247000.0,,-72000.0,
PaymentsToAcquireBusinessesGross,,0.0,,,
PaymentForContingentConsiderationLiabilityFinancingActivities,,,499000.0,,1220000.0
AmortizationOfIntangibleAssets,,,,1827000.0,
BusinessCombinationChangeInConsiderationArrangementsIncreaseDecreaseInAmountOfContingentConsideration,,,,708000.0,
IncreaseDecreaseInOtherOperatingCapitalNet,,,,-1553000.0,
ProceedsFromSaleOfShortTermInvestments,,,,7334000.0,
PaymentsToAcquireInvestments,,,,273000.0,
PaymentsForProceedsFromProductiveAssets,,,,333000.0,
PaymentsOfDividends,,,,18685000.0,
