,2019q2,2018q4,2019q3,2019q1,2019q4
PreferredStockParOrStatedValuePerShare,0.01,0.01,0.01,0.01,0.01
PreferredStockSharesAuthorized,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0
PreferredStockSharesIssued,0.0,0.0,0.0,0.0,0.0
PreferredStockSharesOutstanding,0.0,0.0,0.0,0.0,0.0
CashAndCashEquivalentsAtCarryingValue,1467700000.0,792065000.0,1045500000.0,1467700000.0,1384800000.0
MarketableSecuritiesCurrent,1523900000.0,1104309000.0,1624200000.0,596800000.0,1493100000.0
AccountsReceivableNetCurrent,1723700000.0,1665737000.0,1920200000.0,1538600000.0,2027700000.0
AccountsReceivableRelatedPartiesCurrent,226400000.0,269271000.0,226400000.0,193700000.0,345400000.0
TreasuryStockShares,4046627.0,3763868.0,4018269.0,3990021.0,3990021.0
AccountsAndNotesReceivableNet,293100000.0,242014000.0,283700000.0,242000000.0,293100000.0
InventoryNet,1208800000.0,726138000.0,1317200000.0,1151200000.0,1344300000.0
PrepaidExpenseAndOtherAssetsCurrent,243300000.0,284807000.0,208200000.0,225100000.0,226900000.0
AssetsCurrent,6447600000.0,5719583000.0,6447600000.0,6447600000.0,6447600000.0
MarketableSecuritiesNoncurrent,1755000000.0,1486494000.0,1755000000.0,1755000000.0,1755000000.0
PropertyPlantAndEquipmentNet,2612800000.0,2358605000.0,2676600000.0,2358600000.0,2575800000.0
DeferredIncomeTaxAssetsNet,828700000.0,562818000.0,821600000.0,506300000.0,828700000.0
OtherAssetsNoncurrent,144300000.0,125197000.0,127400000.0,127400000.0,127400000.0
Assets,11734500000.0,8764286000.0,11734500000.0,8764300000.0,13939300000.0
AccountsPayableCurrentAndNoncurrent,239600000.0,178183000.0,218200000.0,,218200000.0
AccruedLiabilitiesAndOtherLiabilities,741100000.0,781924000.0,772100000.0,772100000.0,821100000.0
LiabilitiesCurrent,1511400000.0,1135483000.0,1713100000.0,1442800000.0,1442800000.0
FinanceLeaseLiabilityNoncurrent,709900000.0,,711300000.0,,712700000.0
Capitalandfacilityleaseobligationsnoncurrent,708500000.0,703453000.0,708500000.0,703500000.0,708500000.0
OtherLiabilitiesNoncurrent,361700000.0,152073000.0,361700000.0,361700000.0,361700000.0
Liabilities,3410100000.0,2937313000.0,3417700000.0,2620200000.0,3434900000.0
PreferredStockValue,0.0,0.0,0.0,0.0,0.0
AdditionalPaidInCapital,4160900000.0,3512833000.0,4263600000.0,3512900000.0,3911600000.0
RetainedEarningsAccumulatedDeficit,5725100000.0,4433904000.0,5918200000.0,2946700000.0,5254300000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-12300000.0,640000.0,-12300000.0,600000.0,-12300000.0
TreasuryStockValue,396400000.0,316240000.0,441800000.0,396400000.0,396400000.0
StockholdersEquity,9444700000.0,7868300000.0,6144100000.0,4449300000.0,9755900000.0
LiabilitiesAndStockholdersEquity,11734500000.0,10805613000.0,11734500000.0,8764300000.0,11734500000.0
AccountsPayableCurrent,,,,218200000.0,
ContractWithCustomerLiabilityCurrent,,,,452500000.0,
ContractWithCustomerLiabilityNoncurrent,,,,629200000.0,
CommitmentsAndContingencies,,,,,
