,2019q2,2018q4,2019q3,2019q1,2019q4
CashAndCashEquivalentsAtCarryingValue,66338000.0,46900000.0,44642000.0,48722000.0,46900000.0
MarketableSecuritiesCurrent,0.0,32025000.0,11327000.0,32025000.0,11327000.0
AccountsAndOtherReceivablesNetCurrent,26816000.0,21933000.0,32611000.0,26816000.0,35442000.0
PrepaidExpenseAndOtherAssetsCurrent,3680000.0,3991000.0,3680000.0,3680000.0,3680000.0
AssetsCurrent,105388000.0,103621000.0,107828000.0,107828000.0,107828000.0
PropertyPlantAndEquipmentNet,3754000.0,4767000.0,3963000.0,3963000.0,3963000.0
RestrictedCashNoncurrent,1325000.0,,1325000.0,,1325000.0
CapitalizedContractCostNetNoncurrent,20142000.0,23675000.0,17956000.0,20142000.0,17242000.0
DeferredProfessionalServiceCosts,9672000.0,11373000.0,10133000.0,10133000.0,10133000.0
IntangibleAssetsNetExcludingGoodwill,15333000.0,20253000.0,16209000.0,20253000.0,16209000.0
Goodwill,91785000.0,91785000.0,91785000.0,91785000.0,91785000.0
OperatingLeaseRightOfUseAsset,15989000.0,,14691000.0,,13351000.0
OtherAssetsNoncurrent,2209000.0,1997000.0,2129000.0,2129000.0,2129000.0
Assets,253514000.0,279883000.0,253514000.0,253514000.0,253514000.0
AccountsPayableCurrent,9556000.0,5464000.0,11355000.0,9556000.0,9556000.0
AccruedLiabilitiesandOtherAccruedLiabilitiesCurrent,15454000.0,,,15454000.0,
EmployeeRelatedLiabilitiesCurrent,5005000.0,5861000.0,5975000.0,13941000.0,5547000.0
ContractWithCustomerLiabilityCurrent,20193000.0,25985000.0,20193000.0,20193000.0,20193000.0
OperatingLeaseLiabilityCurrent,5928000.0,,5911000.0,,5897000.0
LiabilitiesCurrent,56492000.0,54759000.0,51178000.0,57011000.0,51178000.0
ContractWithCustomerLiabilityNoncurrent,944000.0,4457000.0,837000.0,4457000.0,824000.0
LongTermDebtNoncurrent,3254000.0,4958000.0,2324000.0,3254000.0,1860000.0
OperatingLeaseLiabilityNoncurrent,13428000.0,,12032000.0,,10574000.0
OtherLiabilitiesNoncurrent,3381000.0,1900000.0,3381000.0,3381000.0,1125000.0
Liabilities,74693000.0,63193000.0,70563000.0,58843000.0,66494000.0
CommitmentsAndContingencies,,,,,
CommonStockValue,14000.0,14000.0,14000.0,,
AdditionalPaidInCapital,609697000.0,586900000.0,609697000.0,609697000.0,623573000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax,0.0,-22000.0,0.0,-22000.0,7000.0
RetainedEarningsAccumulatedDeficit,-425579000.0,-411001000.0,-433960000.0,-415040000.0,-443296000.0
StockholdersEquity,211557000.0,192664000.0,186510000.0,194671000.0,186510000.0
LiabilitiesAndStockholdersEquity,253514000.0,279883000.0,257073000.0,279883000.0,246793000.0
RestrictedCashAndCashEquivalentsNoncurrent,,1325000.0,,,
AccruedLiabilitiesCurrent,,17014000.0,,,
AccruedLiabilitiesAndOtherAccruedLiabilitiesCurrent,,,15454000.0,,15454000.0
PreferredStockParOrStatedValuePerShare,,,,0.0001,
PreferredStockSharesAuthorized,,,,10000000.0,
PreferredStockSharesIssued,,,,0.0,
PreferredStockSharesOutstanding,,,,0.0,
RestrictedCash,,,,1325000.0,
PreferredStockValue,,,,0.0,
