,2019q2,2018q4,2019q3,2019q1,2019q4
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,327500000.0,399300000.0,318800000.0,318800000.0,338200000.0
FiniteLivedIntangibleAssetsAccumulatedAmortization,14400000.0,6400000.0,15500000.0,5200000.0,12000000.0
CashAndCashEquivalentsAtCarryingValue,173800000.0,39400000.0,173800000.0,,173800000.0
CommonStockParOrStatedValuePerShare,0.0001,0.0001,0.0001,0.0001,0.0001
RestrictedCashCurrent,0.0,,800000.0,,
CommonStockSharesAuthorized,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
CommonStockSharesIssued,28284358.0,28279187.0,28284358.0,28183218.0,28357078.0
AccountsNotesAndLoansReceivableNetCurrent,39000000.0,115900000.0,39000000.0,39000000.0,43200000.0
InventoryNet,139500000.0,236000000.0,139500000.0,117000000.0,111500000.0
CommonStockSharesOutstanding,25832193.0,25827022.0,25832193.0,25832193.0,21499790.0
IncomeTaxesReceivable,600000.0,900000.0,600000.0,3600000.0,600000.0
PreferredStockParOrStatedValuePerShare,0.0001,0.0001,0.0001,0.0001,0.0001
PrepaidExpenseAndOtherAssetsCurrent,18000000.0,31800000.0,18000000.0,18000000.0,18000000.0
PreferredStockSharesAuthorized,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0
PreferredStockSharesIssued,0.0,0.0,0.0,0.0,0.0
AssetsCurrent,370900000.0,445300000.0,370900000.0,370900000.0,232100000.0
TreasuryStockShares,2401914.0,2448996.0,6857288.0,2452165.0,2452165.0
PropertyPlantAndEquipmentNet,296100000.0,398900000.0,296100000.0,296100000.0,281200000.0
OperatingLeaseRightOfUseAsset,0.0,,7500000.0,,6900000.0
IntangibleAssetsNetExcludingGoodwill,32000000.0,55400000.0,32000000.0,32000000.0,32000000.0
DeferredIncomeTaxAssetsNet,5600000.0,3300000.0,5700000.0,14000000.0,5500000.0
OtherAssetsNoncurrent,3000000.0,7300000.0,2800000.0,3600000.0,2500000.0
Assets,639400000.0,910700000.0,599500000.0,708200000.0,555300000.0
ShortTermBorrowings,25000000.0,,0.0,0.0,25000000.0
LongTermDebtCurrent,3700000.0,200000.0,3700000.0,0.0,4000000.0
AccountsPayableAndAccruedLiabilitiesCurrent,108900000.0,150200000.0,110600000.0,141400000.0,141400000.0
AccruedIncomeTaxesCurrent,500000.0,800000.0,500000.0,800000.0,500000.0
LiabilitiesCurrent,170600000.0,171000000.0,170600000.0,151000000.0,170600000.0
LongTermDebtNoncurrent,70600000.0,86000000.0,70600000.0,70600000.0,70600000.0
OperatingLeaseLiabilityNoncurrent,0.0,,3900000.0,,0.0
OtherPostretirementDefinedBenefitPlanLiabilitiesNoncurrent,55700000.0,68700000.0,53700000.0,69900000.0,55700000.0
DefinedBenefitPensionPlanLiabilitiesNoncurrent,10300000.0,5700000.0,9100000.0,11300000.0,8100000.0
OtherLiabilitiesNoncurrent,6700000.0,9400000.0,6800000.0,7200000.0,6700000.0
AccruedIncomeTaxesNoncurrent,200000.0,300000.0,200000.0,200000.0,200000.0
DeferredIncomeTaxLiabilitiesNet,2100000.0,4400000.0,2100000.0,2100000.0,2000000.0
Liabilities,261800000.0,353900000.0,260000000.0,340100000.0,317200000.0
CommonStockValue,0.0,0.0,0.0,0.0,0.0
PreferredStockValue,0.0,0.0,0.0,0.0,0.0
TreasuryStockValue,38800000.0,39700000.0,39700000.0,39700000.0,89200000.0
AdditionalPaidInCapital,678100000.0,674200000.0,678200000.0,678600000.0,678300000.0
RetainedEarningsAccumulatedDeficit,-203000000.0,-15300000.0,-186300000.0,-186300000.0,-219700000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-61600000.0,-64900000.0,-61600000.0,-52500000.0,-61600000.0
StockholdersEquity,550000000.0,612900000.0,339500000.0,624000000.0,543000000.0
LiabilitiesAndStockholdersEquity,708200000.0,879500000.0,708200000.0,708200000.0,555300000.0
CashandCashEquivalentsAtCarryingValueExcludingFromDiscontinuedOperations,,,,40100000.0,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,149500000.0,
DisposalGroupIncludingDiscontinuedOperationAssetsNoncurrent,,,,130300000.0,
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,26100000.0,
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,,,,22700000.0,
