,2019q2,2018q4,2019q3,2019q1,2019q4
ProfitLoss,54000000.0,228000000.0,18000000.0,1115000000.0,68000000.0
DepreciationDepletionAndAmortization,128000000.0,384000000.0,258000000.0,507000000.0,384000000.0
GainsLossesOnExtinguishmentOfDebt,0.0,-31000000.0,-28000000.0,,-3000000.0
EmployeeBenefitsAndShareBasedCompensation,30000000.0,57000000.0,37000000.0,,76000000.0
DeferredIncomeTaxExpenseBenefit,6000000.0,7000000.0,-1000000.0,-329000000.0,1000000.0
GainLossOnDispositionOfAssets,-4000000.0,2000000.0,0.0,-5000000.0,3000000.0
IncomeLossFromEquityMethodInvestmentsNetOfDividendsOrDistributions,9000000.0,35000000.0,35000000.0,47000000.0,35000000.0
IncreaseDecreaseInAccountsReceivable,124000000.0,214000000.0,294000000.0,312000000.0,357000000.0
IncreaseDecreaseInInventories,50000000.0,228000000.0,123000000.0,374000000.0,4000000.0
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-65000000.0,121000000.0,-28000000.0,282000000.0,-325000000.0
IncreaseDecreaseInIncomeTaxesReceivable,-41000000.0,-53000000.0,-39000000.0,52000000.0,-53000000.0
IncreaseDecreaseInOutstandingChecksOperatingActivities,4000000.0,1000000.0,5000000.0,0.0,1000000.0
IncreaseDecreaseInOtherOperatingCapitalNet,2000000.0,-132000000.0,7000000.0,-60000000.0,22000000.0
NetCashProvidedByUsedInOperatingActivities,29000000.0,546000000.0,366000000.0,938000000.0,396000000.0
PaymentsToAcquirePropertyPlantAndEquipment,208000000.0,646000000.0,628000000.0,306000000.0,978000000.0
NetCashProvidedByUsedInInvestingActivities,-302000000.0,-637000000.0,-381000000.0,-963000000.0,-637000000.0
ProceedsFromIssuanceOfLongTermDebt,0.0,737000000.0,640000000.0,958000000.0,640000000.0
RepaymentsOfLongTermDebt,0.0,922000000.0,1000000.0,1299000000.0,4000000.0
PaymentsForRepurchaseOfCommonStock,42000000.0,,70000000.0,75000000.0,88000000.0
PaymentsOfDividends,9000000.0,26000000.0,18000000.0,36000000.0,27000000.0
ProceedsFromStockOptionsExercised,30000000.0,14000000.0,33000000.0,35000000.0,34000000.0
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,6000000.0,10000000.0,7000000.0,8000000.0,7000000.0
NetCashProvidedByUsedInFinancingActivities,117000000.0,-284000000.0,-96000000.0,-515000000.0,40000000.0
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,-2000000.0,15000000.0,-10000000.0,,-6000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,-331000000.0,181000000.0,-358000000.0,-557000000.0,-544000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,1597000000.0,1555000000.0,1597000000.0,792000000.0,1385000000.0
GainOrLossOnSaleOfStockInSubsidiary,,0.0,,,
GainonEquityInvesteesTransactions,,0.0,,2000000.0,
RestructuringCostsAndAssetImpairmentCharges,,0.0,,122000000.0,
ProvisionForDoubtfulAccounts,,4000000.0,1000000.0,0.0,0.0
ProceedsFromSaleOfProductiveAssets,,0.0,1000000.0,10000000.0,4000000.0
ProceedsFromSaleOfEquityMethodInvestments,,105000000.0,,116000000.0,
PaymentsForProceedsFromInvestments,,1000000.0,0.0,2000000.0,1000000.0
Gainlossonequityinvesteetransactions,,,0.0,,0.0
GoodwillImpairmentLoss,,,,0.0,
DeconsolidationGainOrLossAmount,,,,0.0,
ExtinguishmentOfDebtGainLossNetOfTax,,,,-22000000.0,
EmployeeBenefitsCostsPayments,,,,-77000000.0,
ProceedsFromIssuanceOfRevolvingCreditFacilities,,,,0.0,
PaymentsForLegalSettlements,,,,0.0,
ProceedsFromIssuanceOfCommonStock,,,,482000000.0,
EffectOfExchangeRateOnCashAndCashEquivalents,,,,-17000000.0,
RestructuringCharges,,,,,54000000.0
ProceedsFromIssuanceOfRevolvingandOtherCreditFacilities,,,,,165000000.0
