filed,adsh,cik,name,sic,countryba,stprba,cityba,zipba,bas1,bas2,baph,countryma,stprma,cityma,zipma,mas1,mas2,countryinc,stprinc,ein,former,changed,afs,wksi,fye,form,period,fy,fp,accepted,prevrpt,detail,instance,nciks,aciks,yr,fik,quarter
20181102,0001163302-18-000064,1163302,UNITED STATES STEEL CORP,3312.0,US,PA,PITTSBURGH,15219-2800,600 GRANT ST,ROOM 1500,415 433 2967,US,,PITTSBURGH,15219-2800,600 GRANT STREET,,US,DE,251897152.0,UNITED STATES STEEL LLC,20011205.0,1-LAF,0,1231.0,10-Q,20180930,2018.0,Q3,2018-11-02 10:18:00.0,0,1,x-20180930.xml,1,,18,64,2018q4
20190215,0001163302-19-000014,1163302,UNITED STATES STEEL CORP,3312.0,US,PA,PITTSBURGH,15219-2800,600 GRANT ST,ROOM 1500,415 433 2967,US,,PITTSBURGH,15219-2800,600 GRANT STREET,,US,DE,251897152.0,UNITED STATES STEEL LLC,20011205.0,1-LAF,1,1231.0,10-K,20181231,2018.0,FY,2019-02-15 11:06:00.0,0,1,x-20181231.xml,1,,19,14,2019q1
20190503,0001163302-19-000033,1163302,UNITED STATES STEEL CORP,3312.0,US,PA,PITTSBURGH,15219-2800,600 GRANT ST,ROOM 1500,415 433 2967,US,,PITTSBURGH,15219-2800,600 GRANT STREET,,US,DE,251897152.0,UNITED STATES STEEL LLC,20011205.0,1-LAF,0,1231.0,10-Q,20190331,2019.0,Q1,2019-05-03 15:05:00.0,0,1,x-20190331.xml,1,,19,33,2019q2
20190802,0001163302-19-000070,1163302,UNITED STATES STEEL CORP,3312.0,US,PA,PITTSBURGH,15219-2800,600 GRANT ST,ROOM 1500,415 433 2967,US,,PITTSBURGH,15219-2800,600 GRANT STREET,,US,DE,251897152.0,UNITED STATES STEEL LLC,20011205.0,1-LAF,0,1231.0,10-Q,20190630,2019.0,Q2,2019-08-02 13:32:00.0,0,1,form10q190630_htm.xml,1,,19,70,2019q3
20190918,0001163302-19-000073,1163302,UNITED STATES STEEL CORP,3312.0,US,PA,PITTSBURGH,15219-2800,600 GRANT ST,ROOM 1500,415 433 2967,US,,PITTSBURGH,15219-2800,600 GRANT STREET,,US,DE,251897152.0,UNITED STATES STEEL LLC,20011205.0,,0,1231.0,8-K,20190930,2019.0,Q3,2019-09-18 16:31:00.0,0,0,form8kguidance2019q3_htm.xml,1,,19,73,2019q3
20191010,0001163302-19-000075,1163302,UNITED STATES STEEL CORP,3312.0,US,PA,PITTSBURGH,15219-2800,600 GRANT ST,ROOM 1500,415 433 2967,US,,PITTSBURGH,15219-2800,600 GRANT STREET,,US,DE,251897152.0,UNITED STATES STEEL LLC,20011205.0,1-LAF,0,1231.0,8-K,20190930,2019.0,Q3,2019-10-10 08:36:00.0,0,0,form8kearnflash2019q3_htm.xml,1,,19,75,2019q4
20191031,0001163302-19-000083,1163302,UNITED STATES STEEL CORP,3312.0,US,PA,PITTSBURGH,15219-2800,600 GRANT ST,ROOM 1500,415 433 2967,US,,PITTSBURGH,15219-2800,600 GRANT STREET,,US,DE,251897152.0,UNITED STATES STEEL LLC,20011205.0,1-LAF,0,1231.0,8-K,20191031,2019.0,FY,2019-10-31 16:25:00.0,0,0,form8ker190930_htm.xml,1,,19,83,2019q4
20191031,0001163302-19-000084,1163302,UNITED STATES STEEL CORP,3312.0,US,PA,PITTSBURGH,15219-2800,600 GRANT ST,ROOM 1500,415 433 2967,US,,PITTSBURGH,15219-2800,600 GRANT STREET,,US,DE,251897152.0,UNITED STATES STEEL LLC,20011205.0,1-LAF,0,1231.0,8-K,20191031,2019.0,FY,2019-10-31 16:31:00.0,0,0,form8kerslides191031_htm.xml,1,,19,84,2019q4
20191101,0001163302-19-000086,1163302,UNITED STATES STEEL CORP,3312.0,US,PA,PITTSBURGH,15219-2800,600 GRANT ST,ROOM 1500,415 433 2967,US,,PITTSBURGH,15219-2800,600 GRANT STREET,,US,DE,251897152.0,UNITED STATES STEEL LLC,20011205.0,1-LAF,0,1231.0,8-K,20191031,2019.0,FY,2019-11-01 08:20:00.0,0,0,form8kerextra191101_htm.xml,1,,19,86,2019q4
20191101,0001163302-19-000088,1163302,UNITED STATES STEEL CORP,3312.0,US,PA,PITTSBURGH,15219-2800,600 GRANT ST,ROOM 1500,415 433 2967,US,,PITTSBURGH,15219-2800,600 GRANT STREET,,US,DE,251897152.0,UNITED STATES STEEL LLC,20011205.0,1-LAF,0,1231.0,10-Q,20190930,2019.0,Q3,2019-11-01 11:18:00.0,0,1,form10q190930_htm.xml,1,,19,88,2019q4
20191216,0001163302-19-000092,1163302,UNITED STATES STEEL CORP,3312.0,US,PA,PITTSBURGH,15219-2800,600 GRANT ST,ROOM 1500,415 433 2967,US,,PITTSBURGH,15219-2800,600 GRANT STREET,,US,DE,251897152.0,UNITED STATES STEEL LLC,20011205.0,1-LAF,0,1231.0,8-K,20191130,2019.0,FY,2019-12-16 16:04:00.0,0,0,form8kexportfac191210_htm.xml,1,,19,92,2019q4
20191220,0001163302-19-000095,1163302,UNITED STATES STEEL CORP,3312.0,US,PA,PITTSBURGH,15219-2800,600 GRANT ST,ROOM 1500,415 433 2967,US,,PITTSBURGH,15219-2800,600 GRANT STREET,,US,DE,251897152.0,UNITED STATES STEEL LLC,20011205.0,1-LAF,0,1231.0,8-K,20191231,2019.0,FY,2019-12-19 19:14:00.0,0,0,form8kguidance2019q4_htm.xml,1,,19,95,2019q4
