,2019q2,2018q4,2019q3,2019q1,2019q4
PreferredStockParOrStatedValuePerShare,0.01,0.01,0.01,0.01,0.01
PreferredStockSharesAuthorized,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0
PreferredStockSharesOutstanding,0.0,0.0,0.0,0.0,0.0
CashAndCashEquivalentsAtCarryingValue,287852000.0,,287852000.0,121565000.0,287852000.0
ReceivablesNetCurrent,324507000.0,385297000.0,340921000.0,318641000.0,348991000.0
CommonStockParOrStatedValuePerShare,0.01,0.01,0.01,0.01,0.01
CommonStockSharesAuthorized,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0
InventoryNet,153573000.0,111393000.0,153573000.0,111393000.0,153573000.0
PrepaidExpenseAndOtherAssetsCurrent,456547000.0,459792000.0,500477000.0,258171000.0,399390000.0
CommonStockSharesIssued,236380544.0,235198901.0,235847683.0,235198901.0,235847683.0
DerivativeAssetsCurrent,19565000.0,99320000.0,38559000.0,99320000.0,11633000.0
TreasuryStockShares,26830765.0,26830765.0,26830765.0,26830765.0,26830765.0
AssetsCurrent,1242044000.0,907637000.0,1242044000.0,1242044000.0,1242044000.0
PropertyPlantAndEquipmentNet,23641251000.0,22599589000.0,24855174000.0,19735180000.0,25005404000.0
OperatingLeaseRightOfUseAsset,777551000.0,,720854000.0,,697461000.0
Goodwill,1378362000.0,1374923000.0,1373124000.0,288386000.0,1378353000.0
OtherAssetsNoncurrent,1611710000.0,1760028000.0,1576843000.0,1429597000.0,1611710000.0
Assets,27698270000.0,22360926000.0,29808962000.0,22360926000.0,29825461000.0
LongTermDebtAndCapitalLeaseObligationsCurrent,1646324000.0,1528613000.0,1646841000.0,1646841000.0,1646841000.0
CommercialPaper,775488000.0,0.0,775488000.0,775488000.0,775488000.0
OperatingLeaseLiabilityCurrent,88497000.0,,92523000.0,,93058000.0
AccountsPayableCurrent,497180000.0,432086000.0,488212000.0,488212000.0,488212000.0
InterestPayableCurrent,120131000.0,47469000.0,74550000.0,74550000.0,124561000.0
AccruedLiabilitiesCurrent,899761000.0,903022000.0,946530000.0,899761000.0,899761000.0
DerivativeLiabilityFairValueGrossLiabilityIncludingNotSubjectToMasterNettingArrangement,78476000.0,47464000.0,37718000.0,78476000.0,101561000.0
ContractWithCustomerLiabilityCurrent,3729661000.0,2308291000.0,3148837000.0,2308291000.0,3148837000.0
LiabilitiesCurrent,8105943000.0,7072942000.0,7112165000.0,7112165000.0,7112165000.0
LongTermDebtAndCapitalLeaseObligations,8355370000.0,6350937000.0,8355370000.0,6350937000.0,8819212000.0
OperatingLeaseLiabilityNoncurrent,708371000.0,,644088000.0,,620570000.0
OtherLiabilitiesNoncurrent,583254000.0,497705000.0,561550000.0,452813000.0,731844000.0
Liabilities,16901334000.0,15217635000.0,17713789000.0,11658623000.0,17285160000.0
CommitmentsAndContingencies,,,,,
RedeemableNoncontrollingInterestEquityCarryingAmount,542020000.0,537770000.0,556770000.0,542020000.0,542020000.0
PreferredStockValue,0.0,0.0,0.0,0.0,0.0
CommonStockValue,2364000.0,2352000.0,2364000.0,2358000.0,2365000.0
AdditionalPaidInCapitalCommonStock,3420900000.0,3390117000.0,3420900000.0,3390117000.0,3466641000.0
RetainedEarningsAccumulatedDeficit,10366612000.0,10093892000.0,10263282000.0,10263282000.0,10263282000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-578980000.0,-334265000.0,-627734000.0,-334265000.0,-627734000.0
TreasuryStockValue,1953345000.0,1953345000.0,1958509000.0,1953345000.0,1958509000.0
StockholdersEquity,10702303000.0,11338135000.0,11105461000.0,11105461000.0,11105461000.0
LiabilitiesAndStockholdersEquity,27698270000.0,27093540000.0,29808962000.0,22360926000.0,29825461000.0
CashAndCashEquivalentsAtCarryingValueIncludingDiscontinuedOperations,,254821000.0,,,
