,2019q2,2018q4,2019q3,2019q1,2019q4
AllowanceForDoubtfulAccountsReceivableCurrent,814000.0,1457000.0,1144000.0,814000.0,3895000.0
CashAndCashEquivalentsAtCarryingValue,110175000.0,119040000.0,116077000.0,119040000.0,101392000.0
RestrictedCashAndCashEquivalentsAtCarryingValue,11241000.0,5247000.0,10692000.0,11241000.0,5356000.0
AccountsReceivableNetCurrent,50043000.0,60117000.0,50043000.0,50043000.0,72897000.0
DueFromRelatedPartiesCurrent,2046000.0,,3318000.0,3318000.0,3318000.0
OtherReceivablesNetCurrent,27196000.0,30680000.0,33087000.0,24523000.0,24523000.0
UnbilledReceivablesCurrent,35314000.0,42366000.0,43221000.0,35314000.0,46080000.0
EnergyRelatedInventory,88602000.0,87520000.0,82836000.0,82836000.0,66441000.0
InventoryRawMaterialsAndSupplies,92671000.0,87471000.0,119864000.0,85404000.0,121380000.0
EnergyMarketingContractsAssetsCurrent,23355000.0,7396000.0,23355000.0,23355000.0,23355000.0
DeferredFuelCost,20112000.0,39898000.0,20112000.0,20112000.0,56056000.0
CashSurrenderValueOfLifeInsurance,17453000.0,20445000.0,80391000.0,83117000.0,80391000.0
PrepaidExpenseCurrent,7911000.0,9050000.0,10369000.0,6143000.0,6143000.0
RegulatoryAssetsCurrent,13603000.0,20327000.0,22142000.0,24670000.0,13603000.0
OtherAssetsCurrent,588000.0,1146000.0,1162000.0,1146000.0,11714000.0
AssetsCurrent,416805000.0,449548000.0,718274000.0,571725000.0,564962000.0
PublicUtilitiesPropertyPlantAndEquipmentPlantInService,3728477000.0,5002367000.0,3728477000.0,3728477000.0,3728477000.0
PublicUtilitiesPropertyPlantAndEquipmentAccumulatedDepreciation,1813732000.0,1712590000.0,1843622000.0,192348000.0,1873752000.0
PublicUtilitiesPropertyPlantAndEquipmentNet,4123598000.0,3216219000.0,4182083000.0,3402177000.0,4401532000.0
PublicUtilitiesPropertyPlantAndEquipmentConstructionWorkInProgress,351828000.0,185507000.0,354045000.0,354045000.0,216959000.0
PropertyPlantAndEquipmentNet,3778795000.0,3716947000.0,3627825000.0,3588806000.0,3668848000.0
EquityMethodInvestments,18172000.0,18172000.0,18172000.0,18172000.0,17672000.0
Goodwill,1490797000.0,1490000000.0,1490797000.0,1490797000.0,1490000000.0
PrepaidExpenseNoncurrent,2251000.0,,2251000.0,1887000.0,2251000.0
RestrictedCashAndCashEquivalentsNoncurrent,19056000.0,18828000.0,18649000.0,18649000.0,18670000.0
NotesAndLoansReceivableNetNoncurrent,15677000.0,,15829000.0,0.0,15829000.0
RegulatoryAssetsNoncurrent,425330000.0,257408000.0,261569000.0,432358000.0,261569000.0
FiniteLivedIntangibleAssetsNet,16223000.0,26084000.0,11051000.0,21093000.0,84307000.0
OperatingLeaseRightOfUseAsset,15327000.0,,14618000.0,,0.0
OtherAssetsNoncurrent,37701000.0,51051000.0,37557000.0,33564000.0,32419000.0
Assets,6436814000.0,6461835000.0,6436814000.0,4349056000.0,7498373000.0
LongTermDebtAndCapitalLeaseObligationsCurrent,21815000.0,21114000.0,21128000.0,21128000.0,21128000.0
AccountsPayableCurrent,156589000.0,139879000.0,156589000.0,134374000.0,146314000.0
DueToRelatedPartiesCurrent,3102000.0,10574000.0,7878000.0,8697000.0,8722000.0
ContractWithCustomerLiabilityCurrent,61736000.0,60969000.0,60213000.0,61736000.0,61736000.0
CustomerRefundLiabilityCurrent,44002000.0,26923000.0,53238000.0,4206000.0,79200000.0
AccruedIncomeTaxesCurrent,26217000.0,31611000.0,59763000.0,31611000.0,73875000.0
InterestPayableCurrent,15828000.0,14703000.0,15828000.0,14703000.0,8252000.0
EnergyMarketingContractLiabilitiesCurrent,468000.0,,468000.0,352000.0,468000.0
RegulatoryLiabilityCurrent,2496000.0,,2496000.0,2496000.0,11350000.0
DeferredCompensationLiabilityCurrent,10753000.0,12132000.0,10753000.0,10753000.0,11548000.0
OtherLiabilitiesCurrent,47869000.0,24870000.0,54816000.0,20926000.0,22263000.0
LiabilitiesCurrent,343388000.0,300354000.0,357988000.0,300354000.0,379050000.0
DeferredIncomeTaxLiabilitiesNet,629342000.0,667133000.0,646026000.0,656362000.0,630765000.0
PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent,182721000.0,244811000.0,182721000.0,173747000.0,249264000.0
RegulatoryLiabilityNoncurrent,2130000.0,,2496000.0,,2496000.0
RegulatoryLiabilitiesDeferredTaxesNet,154651000.0,135911000.0,149461000.0,155537000.0,144124000.0
RestrictedStormReserve,15696000.0,14469000.0,15909000.0,14469000.0,12185000.0
DeferredLeaseIncomeNoncurrent,60460000.0,,54464000.0,,52163000.0
IntangibleLiabilitiesNoncurrent,0.0,,0.0,,33625000.0
AssetRetirementObligationsNoncurrent,6989000.0,,7100000.0,,6881000.0
OperatingLeaseLiabilityNoncurrent,11634000.0,,10598000.0,,0.0
OtherLiabilitiesNoncurrent,18345000.0,31248000.0,20875000.0,23373000.0,21358000.0
LiabilitiesOtherThanLongtermDebtNoncurrent,1058539000.0,1052516000.0,1034312000.0,1058539000.0,1049626000.0
LongTermDebtAndCapitalLeaseObligations,1387774000.0,2836105000.0,2874485000.0,2874485000.0,1327301000.0
CapitalizationLongtermDebtAndEquity,2982307000.0,2892154000.0,3048238000.0,2892154000.0,2982307000.0
Liabilities,4312074000.0,4182025000.0,4930350000.0,4182025000.0,4312074000.0
CommitmentsAndContingencies,,,,,
MembersEquity,1550679000.0,2096357000.0,2124740000.0,3300000000.0,1562690000.0
