,2019q2,2018q4,2019q3,2019q1,2019q4
Revenues,464600000.0,397200000.0,446600000.0,397200000.0,1807300000.0
CostOfGoodsAndServicesSold,567000000.0,,817100000.0,251000000.0,1128000000.0
GrossProfit,168600000.0,642900000.0,456300000.0,146200000.0,148400000.0
OperatingExpenses,184400000.0,344400000.0,98300000.0,89100000.0,343500000.0
AmortizationOfIntangibleAssets,8600000.0,33000000.0,25000000.0,7600000.0,30200000.0
AssetImpairmentCharges,63400000.0,,63400000.0,,
InterestExpense,10900000.0,25300000.0,5500000.0,5500000.0,27400000.0
OtherNonoperatingIncomeExpense,600000.0,-600000.0,-500000.0,-400000.0,-4600000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,96800000.0,,86500000.0,43500000.0,
IncomeTaxExpenseBenefit,28300000.0,65300000.0,52500000.0,14500000.0,65300000.0
ProfitLoss,-2200000.0,81200000.0,34000000.0,19100000.0,128400000.0
NetIncomeLossAttributableToNoncontrollingInterest,1600000.0,4000000.0,1900000.0,1000000.0,4800000.0
NetIncomeLoss,66300000.0,,96700000.0,,
EarningsPerShareBasic,-0.34,0.71,0.48,0.45,0.48
EarningsPerShareDiluted,-0.06,1.97,0.5,0.45,1.97
WeightedAverageNumberOfSharesOutstandingBasic,63500000.0,63100000.0,62800000.0,62900000.0,63600000.0
WeightedAverageNumberOfDilutedSharesOutstanding,63400000.0,63800000.0,63500000.0,63500000.0,63800000.0
CostOfGoodsSold,,998900000.0,,,
GoodwillAndIntangibleAssetImpairment,,63400000.0,,,0.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,188300000.0,,,188300000.0
NetIncomeLossAvailableToCommonStockholdersBasic,,33400000.0,,18100000.0,44500000.0
CommonStockDividendsPerShareDeclared,,0.81,,0.2075,
