,2019q2,2018q4,2019q3,2019q1,2019q4
ProfitLoss,-21300000.0,128400000.0,100200000.0,29000000.0,81200000.0
DepreciationDepletionAndAmortization,29200000.0,56500000.0,44300000.0,14100000.0,56500000.0
AssetImpairmentCharges,0.0,,0.0,,
IncreaseDecreaseInDeferredIncomeTaxes,10400000.0,,-200000.0,-5300000.0,
ShareBasedCompensation,5800000.0,8500000.0,8800000.0,,10500000.0
IncreaseDecreaseInAccountsAndOtherReceivables,34200000.0,-9700000.0,15500000.0,20400000.0,66200000.0
IncreaseDecreaseInInventories,25600000.0,-5400000.0,32400000.0,8900000.0,24000000.0
IncreaseDecreaseInOtherOperatingAssets,10700000.0,,2500000.0,-1900000.0,
IncreaseDecreaseInAccountsPayableTrade,12700000.0,41600000.0,17100000.0,-600000.0,17200000.0
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,10300000.0,5800000.0,46400000.0,12900000.0,64600000.0
IncreaseDecreaseInAccruedIncomeTaxesPayable,26500000.0,23000000.0,-5300000.0,-12100000.0,-9600000.0
PensionAndOtherPostretirementBenefitContributions,5600000.0,15500000.0,6800000.0,2800000.0,10300000.0
PensionAndOtherPostretirementBenefitExpense,1700000.0,11900000.0,3400000.0,1100000.0,6400000.0
OtherOperatingActivitiesCashFlowStatement,-400000.0,8800000.0,3600000.0,400000.0,5200000.0
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,61500000.0,238200000.0,109600000.0,35500000.0,248300000.0
PaymentsToAcquireProductiveAssets,10600000.0,27000000.0,16300000.0,3600000.0,25500000.0
PaymentsToAcquireBusinessesNetOfCashAcquired,26200000.0,235400000.0,0.0,26200000.0,0.0
PaymentsForProceedsFromOtherInvestingActivities,-100000.0,-200000.0,-100000.0,,0.0
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-34400000.0,-13500000.0,-15900000.0,-29800000.0,-23400000.0
RepaymentsOfLongTermDebt,0.0,9000000.0,0.0,148500000.0,0.0
ProceedsFromLinesOfCredit,701800000.0,719800000.0,946500000.0,371800000.0,1096800000.0
RepaymentsOfLinesOfCredit,542800000.0,627200000.0,837200000.0,213000000.0,1065700000.0
PaymentsOfDividendsCommonStock,26200000.0,52100000.0,39100000.0,13100000.0,51900000.0
PaymentsForRepurchaseOfCommonStock,0.0,21200000.0,0.0,0.0,61000000.0
ProceedsFromStockOptionsExercised,1400000.0,,10300000.0,,
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,4100000.0,,4200000.0,,2600000.0
ProceedsFromPaymentsForOtherFinancingActivities,-1000000.0,-6300000.0,-1800000.0,2800000.0,-6300000.0
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-50400000.0,21600000.0,-62500000.0,-12600000.0,-232500000.0
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,2100000.0,-3600000.0,-1000000.0,300000.0,-3600000.0
NetCashProvidedByUsedInContinuingOperations,2300000.0,14000000.0,8500000.0,11600000.0,14000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,56500000.0,,56500000.0,78300000.0,399400000.0
GoodwillAndIntangibleAssetImpairment,,0.0,,,0.0
ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill,,0.0,,,
DeferredIncomeTaxExpenseBenefit,,3700000.0,,,3700000.0
GainLossOnDispositionOfAssets,,-700000.0,,,4600000.0
IncomeLossFromEquityMethodInvestments,,0.0,,,-400000.0
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,100000.0,,,7600000.0
ProceedsFromSaleOfPropertyPlantAndEquipment,,3700000.0,,,3700000.0
ProceedsFromContributionsFromAffiliates,,3200000.0,,,0.0
ProceedsFromStockPlans,,13700000.0,,,16300000.0
CashAndCashEquivalentsAtCarryingValue,,48300000.0,,,399000000.0
InterestPaidNet,,20700000.0,,,20300000.0
IncomeTaxesPaidNet,,38900000.0,,,53300000.0
ProceedsFromRepurchaseOfEquity,,,,2600000.0,
SettlementofInterestRateSwapsnet,,,,,0.0
AmortizationOfFinancingCosts,,,,,300000.0
ProceedsFromIssuanceOfLongTermDebt,,,,,0.0
PaymentsOfFinancingCosts,,,,,0.0
RestrictedCash,,,,,500000.0
