,2019q2,2018q4,2019q3,2019q1,2019q4
CommonStockValue,0.001,,0.001,,0.001
CommonStockSharesAuthorized,75000000.0,,75000000.0,,75000000.0
OtherAssetsCurrent,19.0,,177.0,,
CommonStockSharesOutstanding,3500000.0,,3572500.0,,3572500.0
AssetsCurrent,187.0,,2198.0,,3054.0
Assets,187.0,,187.0,,3054.0
AccountsPayableCurrent,0.0,,0.0,,0.0
EmployeeRelatedLiabilitiesCurrent,1632.0,,1632.0,,14994.0
LiabilitiesCurrent,11632.0,,16994.0,,
LiabilitiesNoncurrent,11632.0,,1632.0,,16994.0
CommonStockSharesIssued,0.0,,3572.0,,3572.0
RetainedEarningsAccumulatedDeficit,-1445.0,,-1445.0,,-19746.0
Liabilities,-11613.0,,-14796.0,,-12090.0
LiabilitiesAndStockholdersEquity,19.0,,2198.0,,2198.0
CashAndCashEquivalentsAtCarryingValue,,,0.0,,2372.0
PrepaidExpenseCurrent,,,0.0,,596.0
AdditionalPaidInCapital,,,1378.0,,8959.0
PrepaidExpenseCurrentAndNoncurrent,,,,,177.0
OtherLiabilitiesCurrent,,,,,15144.0
