,2019q2,2018q4,2019q3,2019q1,2019q4
Revenues,0.0,,0.0,,0.0
ProfessionalFees,4000.0,,18000.0,,5163.0
LeaseAndRentalExpense,168.0,,222.0,,53.0
CostsAndExpenses,13668.0,,1445.0,,7556.0
DiscontinuedOperationTaxEffectOfAdjustmentToPriorPeriodGainLossOnDisposal,-13668.0,,,,
IncomeTaxExpenseBenefit,0.0,,0.0,,0.0
ProfitLoss,-13668.0,,-1445.0,,-7556.0
EarningsPerShareBasicAndDiluted,0.0,,0.0,,0.0
WeightedAverageNumberOfDilutedSharesOutstanding,3064103.0,,0.0,,2168478.0
GeneralAndAdministrativeExpense,,,1408.0,,0.0
IncomeLossFromContinuingOperations,,,-18301.0,,
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,,-5275.0
