filed,adsh,cik,name,sic,countryba,stprba,cityba,zipba,bas1,bas2,baph,countryma,stprma,cityma,zipma,mas1,mas2,countryinc,stprinc,ein,former,changed,afs,wksi,fye,form,period,fy,fp,accepted,prevrpt,detail,instance,nciks,aciks,yr,fik,quarter
20181106,0001507385-18-000149,1507385,"VEREIT, INC.",6798.0,US,AZ,PHOENIX,85016,2325 E. CAMELBACK ROAD,SUITE 1100,(602) 778-6065,US,AZ,PHOENIX,85016,2325 E. CAMELBACK ROAD,SUITE 1100,,,452482685.0,"AMERICAN REALTY CAPITAL PROPERTIES, INC.",20101208.0,1-LAF,0,1231.0,10-Q,20180930,2018.0,Q3,2018-11-05 18:37:00.0,0,1,ver-20180930.xml,2,1528059,18,149,2018q4
20190221,0001507385-19-000026,1507385,"VEREIT, INC.",6798.0,US,AZ,PHOENIX,85016,2325 E. CAMELBACK ROAD,SUITE 1100,602-778-6405,US,AZ,PHOENIX,85016,2325 E. CAMELBACK ROAD,SUITE 1100,,,452482685.0,"AMERICAN REALTY CAPITAL PROPERTIES, INC.",20101208.0,1-LAF,1,1231.0,10-K,20181231,2018.0,FY,2019-02-20 18:34:00.0,0,1,ver-20181231.xml,2,1528059,19,26,2019q1
20190508,0001507385-19-000091,1507385,"VEREIT, INC.",6798.0,US,AZ,PHOENIX,85016,2325 E. CAMELBACK ROAD,9TH FLOOR,602-778-6000,US,AZ,PHOENIX,85016,2325 E. CAMELBACK ROAD,9TH FLOOR,,,452482685.0,"AMERICAN REALTY CAPITAL PROPERTIES, INC.",20101208.0,1-LAF,0,1231.0,10-Q,20190331,2019.0,Q1,2019-05-07 18:00:00.0,0,1,vereit331201910-q_htm.xml,2,1528059,19,91,2019q2
20190807,0001507385-19-000123,1507385,"VEREIT, INC.",6798.0,US,AZ,PHOENIX,85016,2325 E. CAMELBACK ROAD,9TH FLOOR,602-778-6000,US,AZ,PHOENIX,85016,2325 E. CAMELBACK ROAD,9TH FLOOR,,,452482685.0,"AMERICAN REALTY CAPITAL PROPERTIES, INC.",20101208.0,1-LAF,0,1231.0,10-Q,20190630,2019.0,Q2,2019-08-06 17:48:00.0,0,1,vereit630201910-q_htm.xml,2,1528059,19,123,2019q3
20190807,0001507385-19-000125,1507385,"VEREIT, INC.",6798.0,US,AZ,PHOENIX,85016,2325 E. CAMELBACK ROAD,9TH FLOOR,602-778-6000,US,AZ,PHOENIX,85016,2325 E. CAMELBACK ROAD,9TH FLOOR,,,452482685.0,"AMERICAN REALTY CAPITAL PROPERTIES, INC.",20101208.0,,0,1231.0,8-K,20190731,2019.0,Q3,2019-08-06 18:07:00.0,0,0,vereitq22019earningsre_htm.xml,2,1528059,19,125,2019q3
20190926,0001507385-19-000133,1507385,"VEREIT, INC.",6798.0,US,AZ,PHOENIX,85016,2325 E. CAMELBACK ROAD,9TH FLOOR,602-778-6000,US,AZ,PHOENIX,85016,2325 E. CAMELBACK ROAD,9TH FLOOR,,,452482685.0,"AMERICAN REALTY CAPITAL PROPERTIES, INC.",20101208.0,,0,1231.0,8-K,20190930,2019.0,Q3,2019-09-26 16:30:00.0,0,0,vereitequityofferingcl_htm.xml,2,1528059,19,133,2019q3
20191003,0001507385-19-000143,1507385,"VEREIT, INC.",6798.0,US,AZ,PHOENIX,85016,2325 E. CAMELBACK ROAD,9TH FLOOR,602-778-6000,US,AZ,PHOENIX,85016,2325 E. CAMELBACK ROAD,9TH FLOOR,,,452482685.0,"AMERICAN REALTY CAPITAL PROPERTIES, INC.",20101208.0,1-LAF,0,1231.0,8-K,20190930,2019.0,Q3,2019-10-03 17:16:00.0,0,0,vereitstipulationsofse_htm.xml,2,1528059,19,143,2019q4
20191015,0001507385-19-000146,1507385,"VEREIT, INC.",6798.0,US,AZ,PHOENIX,85016,2325 E. CAMELBACK ROAD,9TH FLOOR,602-778-6000,US,AZ,PHOENIX,85016,2325 E. CAMELBACK ROAD,9TH FLOOR,,,452482685.0,"AMERICAN REALTY CAPITAL PROPERTIES, INC.",20101208.0,1-LAF,0,1231.0,8-K,20190930,2019.0,Q3,2019-10-15 16:22:00.0,0,0,form8-ksettlementnotice_htm.xml,2,1528059,19,146,2019q4
20191106,0001507385-19-000161,1507385,"VEREIT, INC.",6798.0,US,AZ,PHOENIX,85016,2325 E. CAMELBACK ROAD,9TH FLOOR,602-778-6000,US,AZ,PHOENIX,85016,2325 E. CAMELBACK ROAD,9TH FLOOR,,,452482685.0,"AMERICAN REALTY CAPITAL PROPERTIES, INC.",20101208.0,1-LAF,0,1231.0,10-Q,20190930,2019.0,Q3,2019-11-05 18:47:00.0,0,1,vereit930201910-q_htm.xml,2,1528059,19,161,2019q4
20191106,0001507385-19-000164,1507385,"VEREIT, INC.",6798.0,US,AZ,PHOENIX,85016,2325 E. CAMELBACK ROAD,9TH FLOOR,602-778-6000,US,AZ,PHOENIX,85016,2325 E. CAMELBACK ROAD,9TH FLOOR,,,452482685.0,"AMERICAN REALTY CAPITAL PROPERTIES, INC.",20101208.0,1-LAF,0,1231.0,8-K,20191031,2019.0,FY,2019-11-06 06:11:00.0,0,0,vereitq32019earningsre_htm.xml,2,1528059,19,164,2019q4
20191119,0001507385-19-000166,1507385,"VEREIT, INC.",6798.0,US,AZ,PHOENIX,85016,2325 E. CAMELBACK ROAD,9TH FLOOR,602-778-6000,US,AZ,PHOENIX,85016,2325 E. CAMELBACK ROAD,9TH FLOOR,,,452482685.0,"AMERICAN REALTY CAPITAL PROPERTIES, INC.",20101208.0,1-LAF,0,1231.0,8-K,20191130,2019.0,FY,2019-11-18 21:03:00.0,0,0,vereitagreementwithsec_htm.xml,2,1528059,19,166,2019q4
20191121,0001507385-19-000169,1507385,"VEREIT, INC.",6798.0,US,AZ,PHOENIX,85016,2325 E. CAMELBACK ROAD,9TH FLOOR,602-778-6000,US,AZ,PHOENIX,85016,2325 E. CAMELBACK ROAD,9TH FLOOR,,,452482685.0,"AMERICAN REALTY CAPITAL PROPERTIES, INC.",20101208.0,1-LAF,0,1231.0,8-K,20191130,2019.0,FY,2019-11-21 16:18:00.0,0,0,vereit2019seniornoteso_htm.xml,2,1528059,19,169,2019q4
20191204,0001507385-19-000171,1507385,"VEREIT, INC.",6798.0,US,AZ,PHOENIX,85016,2325 E. CAMELBACK ROAD,9TH FLOOR,602-778-6000,US,AZ,PHOENIX,85016,2325 E. CAMELBACK ROAD,9TH FLOOR,,,452482685.0,"AMERICAN REALTY CAPITAL PROPERTIES, INC.",20101208.0,1-LAF,0,1231.0,8-K,20191130,2019.0,FY,2019-12-04 16:24:00.0,0,0,vereit2019notesofferin_htm.xml,2,1528059,19,171,2019q4
