,2019q2,2018q4,2019q3,2019q1,2019q4
NetIncomeLoss,-2949000.0,-14209000.0,-4481000.0,-911000.0,-7506000.0
DepreciationDepletionAndAmortization,4319000.0,9988000.0,5735000.0,2191000.0,7525000.0
AmortizationAndWriteOffOfDebtIssuanceCost,45000.0,519000.0,174000.0,53000.0,205000.0
GainLossonDispositionofAssetsOrImpairmentofAssets,282000.0,-4957000.0,,1400000.0,
GainOnBusinessInterruptionInsuranceRecovery,0.0,,0.0,,0.0
InventoryLIFOReservePeriodCharge,115000.0,560000.0,299000.0,-36000.0,560000.0
ShareTransactionsUnderCompanyStockPlan,426000.0,371000.0,428000.0,194000.0,515000.0
OtherNoncashLongtermLiabilities,-78000.0,408000.0,,-234000.0,
DeferredOtherTaxExpenseBenefit,-896000.0,-823000.0,-251000.0,-25000.0,-823000.0
IncreaseDecreaseInReceivables,-5247000.0,2163000.0,-768000.0,-1415000.0,-4506000.0
IncreaseDecreaseInContractWithCustomerAsset,-1380000.0,,0.0,0.0,209000.0
IncreaseDecreaseInInventories,-1291000.0,-8093000.0,991000.0,150000.0,-1025000.0
IncreaseDecreaseInIncomeTaxesReceivable,299000.0,-167000.0,-194000.0,438000.0,-167000.0
IncreaseDecreaseInPrepaidExpense,-60000.0,-1493000.0,377000.0,-249000.0,607000.0
IncreaseDecreaseInOtherOperatingAssets,-73000.0,433000.0,-107000.0,-35000.0,-109000.0
IncreaseDecreaseInAccountsPayable,451000.0,2706000.0,235000.0,-1474000.0,2046000.0
IncreaseDecreaseInOtherAccruedLiabilities,425000.0,,1295000.0,-222000.0,
IncreaseDecreaseInAccruedIncomeTaxesPayable,592000.0,-851000.0,-379000.0,508000.0,-133000.0
NetCashProvidedByUsedInOperatingActivities,1388000.0,11995000.0,657000.0,406000.0,1295000.0
ProceedsFromInsuranceSettlementInvestingActivities,2270000.0,,0.0,,8363000.0
ProceedsFromSaleOfOtherPropertyPlantAndEquipment,317000.0,3519000.0,3023000.0,25000.0,3519000.0
PaymentsToAcquireProductiveAssets,1561000.0,2339000.0,7036000.0,797000.0,9447000.0
NetCashProvidedByUsedInInvestingActivities,-1165000.0,-2269000.0,-1145000.0,-480000.0,-767000.0
ProceedsFromIssuanceOfLongTermDebt,227000.0,1218000.0,1218000.0,133000.0,1505000.0
RepaymentsOfLongTermDebt,1936000.0,14332000.0,1127000.0,743000.0,5505000.0
ProceedsFromLinesOfCredit,25469000.0,85934000.0,55907000.0,9959000.0,80154000.0
RepaymentsOfLinesOfCredit,28092000.0,84522000.0,54971000.0,17703000.0,85865000.0
PaymentsOfDebtIssuanceCosts,105000.0,562000.0,132000.0,105000.0,312000.0
PaymentsForProceedsFromShortTermInvestments,-3335000.0,-6535000.0,-3447000.0,-1791000.0,-6535000.0
RepaymentsOfShortTermDebt,3247000.0,3143000.0,5093000.0,1392000.0,6408000.0
PaymentsForRepurchaseOfCommonStock,0.0,,0.0,,62000.0
NetCashProvidedByUsedInFinancingActivities,-3176000.0,-2104000.0,-8784000.0,-253000.0,-5869000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,654000.0,,,,
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,-3000.0,,-21000.0,,-4000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,1252000.0,,1399000.0,,1399000.0
InterestPaidNet,702000.0,,781000.0,287000.0,952000.0
IncomeTaxesPaidNet,-57000.0,1343000.0,645000.0,183000.0,123000.0
GainsLossesOnExtinguishmentOfDebt,,0.0,,,-496000.0
IncreaseDecreaseInAccruedLiabilities,,-824000.0,,,-824000.0
CashAndCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,,-121000.0,,-270000.0,
EffectOfExchangeRateOnCashAndCashEquivalents,,-26000.0,,2000.0,
CashAndCashEquivalentsAtCarryingValue,,471000.0,,921000.0,
InterestPaid,,1424000.0,,,
CapitalLeaseObligationsIncurred,,92000.0,,,92000.0
CapitalExpendituresIncurredButNotYetPaid,,190000.0,,,2480000.0
GainLossOnDispositionOfAssetsOrImpairmentOfAssets,,,282000.0,,905000.0
GoodwillImpairmentLoss,,,0.0,,0.0
OtherNoncashLongTermLiabilities,,,-80000.0,,-151000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,,,297000.0,,-907000.0
