,2019q2,2018q4,2019q3,2019q1,2019q4
AllowanceForDoubtfulAccountsReceivableCurrent,520000.0,330000.0,510000.0,520000.0,520000.0
PreferredStockSharesAuthorized,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
CashAndCashEquivalentsAtCarryingValue,1903000.0,471000.0,701000.0,1399000.0,341000.0
CommonStockParOrStatedValuePerShare,1.0,1.0,1.0,1.0,1.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,1903000.0,,,,
CommonStockSharesAuthorized,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0
CommonStockSharesIssued,5690000.0,5596000.0,5773000.0,5690000.0,5777000.0
ReceivablesNetCurrent,28001000.0,25894000.0,20257000.0,28001000.0,23159000.0
CommonStockSharesOutstanding,5690000.0,5690000.0,5773000.0,5690000.0,5777000.0
ContractWithCustomerAssetNetCurrent,0.0,,0.0,10262000.0,0.0
OtherReceivablesNetCurrent,0.0,,,1360000.0,0.0
InventoryNet,10342000.0,20381000.0,11944000.0,18269000.0,10509000.0
IncomeTaxesReceivable,126000.0,126000.0,659000.0,564000.0,141000.0
PrepaidExpenseAndOtherAssetsCurrent,1900000.0,1900000.0,1527000.0,1900000.0,1459000.0
AssetsHeldForSaleNotPartOfDisposalGroupCurrent,0.0,35000.0,35000.0,0.0,35000.0
AssetsCurrent,49583000.0,52134000.0,49583000.0,49583000.0,49458000.0
PropertyPlantAndEquipmentNet,35390000.0,39508000.0,35390000.0,35390000.0,39610000.0
IntangibleAssetsNetExcludingGoodwill,5076000.0,6814000.0,3791000.0,5076000.0,3320000.0
Goodwill,11733000.0,11748000.0,12170000.0,12020000.0,3493000.0
OtherAssetsNoncurrent,168000.0,168000.0,168000.0,168000.0,168000.0
Assets,97445000.0,110887000.0,89039000.0,102237000.0,96099000.0
LongTermDebtCurrent,5944000.0,5944000.0,5944000.0,5944000.0,5786000.0
ShortTermBorrowings,21253000.0,18557000.0,21253000.0,21253000.0,15542000.0
AccountsPayableCurrent,15513000.0,12817000.0,15513000.0,14213000.0,15513000.0
AccruedLiabilitiesCurrent,5485000.0,6791000.0,5107000.0,5107000.0,5107000.0
LiabilitiesCurrent,43155000.0,45725000.0,47817000.0,47817000.0,46684000.0
LongTermDebtNoncurrent,1679000.0,2332000.0,2366000.0,1944000.0,2052000.0
DeferredIncomeTaxLiabilitiesNet,2413000.0,2413000.0,2413000.0,2332000.0,2413000.0
DefinedBenefitPensionPlanLiabilitiesNoncurrent,5339000.0,6184000.0,5339000.0,5221000.0,5339000.0
OtherLiabilitiesNoncurrent,147000.0,430000.0,147000.0,147000.0,147000.0
PreferredStockValue,0.0,0.0,0.0,0.0,0.0
CommonStockValue,5773000.0,5596000.0,5690000.0,5690000.0,5690000.0
AdditionalPaidInCapital,10353000.0,9519000.0,10294000.0,10221000.0,10438000.0
RetainedEarningsAccumulatedDeficit,38114000.0,37097000.0,30743000.0,39414000.0,37097000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-8629000.0,-8629000.0,-8748000.0,-8950000.0,-13309000.0
StockholdersEquity,50131000.0,44189000.0,45237000.0,44189000.0,50131000.0
LiabilitiesAndStockholdersEquity,102237000.0,110887000.0,102237000.0,102588000.0,102237000.0
