,2019q2,2018q4,2019q3,2019q1,2019q4
AllowanceForDoubtfulAccountsReceivableCurrent,4285000.0,,4285000.0,6430000.0,
CommonStockSharesAuthorized,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
CommonStockSharesOutstanding,64371000.0,64371000.0,64371000.0,63717000.0,63979000.0
CashAndCashEquivalentsAtCarryingValue,46799000.0,66199000.0,71084000.0,349245000.0,349245000.0
CommonStockSharesIssued,63811000.0,64371000.0,63811000.0,64371000.0,63979000.0
ShortTermInvestments,0.0,20264000.0,0.0,20264000.0,20264000.0
AccountsReceivableNetCurrent,491560000.0,357613000.0,525882000.0,357613000.0,476690000.0
ContractWithCustomerAssetNet,131250000.0,,31536000.0,124385000.0,
IncomeTaxReceivable,5979000.0,,5979000.0,7066000.0,
PrepaidExpenseAndOtherAssetsCurrent,49668000.0,55649000.0,47617000.0,43995000.0,43995000.0
AssetsCurrent,808632000.0,657242000.0,808632000.0,723024000.0,789425000.0
PropertyPlantAndEquipmentNet,76693000.0,101651000.0,84694000.0,77544000.0,99589000.0
CapitalizedComputerSoftwareNet,22429000.0,26748000.0,22429000.0,22773000.0,32369000.0
Goodwill,399882000.0,399882000.0,583703000.0,585735000.0,584469000.0
FiniteLivedIntangibleAssetsNet,88035000.0,88035000.0,88035000.0,88035000.0,179250000.0
DeferredContractCosts,14380000.0,14380000.0,14380000.0,16049000.0,18921000.0
AssetsHeldInTrustNoncurrent,32387000.0,34305000.0,33114000.0,34305000.0,34305000.0
DeferredIncomeTaxAssetsNet,6834000.0,7691000.0,617000.0,209000.0,186000.0
OtherAssetsNoncurrent,9959000.0,10739000.0,9959000.0,6637000.0,8615000.0
Assets,1687716000.0,1462000000.0,1462000000.0,1462000000.0,1745732000.0
AccountsPayableAndAccruedLiabilitiesCurrent,169099000.0,122083000.0,114378000.0,152532000.0,114378000.0
EmployeeRelatedLiabilitiesCurrent,87698000.0,95555000.0,95555000.0,97563000.0,95555000.0
ContractWithCustomerLiabilityCurrent,39215000.0,71722000.0,40951000.0,37231000.0,43344000.0
AccruedIncomeTaxesCurrent,3159000.0,4703000.0,5109000.0,4438000.0,13952000.0
LongTermDebtCurrent,3681000.0,,3648000.0,136000.0,136000.0
OtherLiabilitiesCurrent,11760000.0,12091000.0,11760000.0,17474000.0,11760000.0
LiabilitiesCurrent,277449000.0,316266000.0,277449000.0,312226000.0,364238000.0
ContractWithCustomerLiabilityNoncurrent,20394000.0,20394000.0,20394000.0,22275000.0,32341000.0
DeferredIncomeTaxLiabilitiesNet,26377000.0,26377000.0,26377000.0,26377000.0,26377000.0
LongTermDebt,75295000.0,,268000.0,120321000.0,
DeferredCompensationLiabilityClassifiedNoncurrent,33497000.0,30707000.0,33497000.0,31769000.0,33497000.0
OtherLiabilitiesNoncurrent,15487000.0,9633000.0,13147000.0,17490000.0,20313000.0
Liabilities,375581000.0,404894000.0,375581000.0,375581000.0,375581000.0
CommonStockValueOutstanding,487539000.0,487539000.0,503184000.0,492938000.0,487539000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-39136000.0,-27619000.0,-41110000.0,-36953000.0,-45380000.0
RetainedEarningsAccumulatedDeficit,633281000.0,633281000.0,633281000.0,664332000.0,794739000.0
StockholdersEquity,1083867000.0,1083867000.0,1083867000.0,1114597000.0,1247792000.0
MinorityInterest,2552000.0,2552000.0,455000.0,2552000.0,409000.0
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,945768000.0,615699000.0,1055747000.0,945768000.0,1086419000.0
LiabilitiesAndStockholdersEquity,1687716000.0,1350662000.0,1690906000.0,1462000000.0,1462000000.0
UnbilledContractsReceivable,,36475000.0,,,123884000.0
IncomeTaxesReceivable,,4528000.0,,,20805000.0
CommitmentsAndContingencies,,,,,
