,2019q2,2018q4,2019q3,2019q1,2019q4
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,4990000000.0,4990000000.0,4990000000.0,4990000000.0,4990000000.0
CashAndCashEquivalentsAtCarryingValue,3794483000.0,2822795000.0,3794483000.0,2822795000.0,3794483000.0
CommonStockSharesIssued,436598597.0,433392686.0,437834882.0,436598597.0,438251289.0
LicensingAssetCurrent,5151186000.0,,,,5151186000.0
CommonStockSharesOutstanding,436598597.0,433392686.0,436598597.0,436598597.0,438251289.0
OtherAssetsCurrent,820350000.0,536245000.0,748466000.0,748466000.0,748466000.0
AssetsCurrent,9694135000.0,8729981000.0,9694135000.0,7669974000.0,9694135000.0
ContentAssetsNetNoncurrent,20888785000.0,10371055000.0,,10371055000.0,23234994000.0
PropertyPlantAndEquipmentNet,434372000.0,371152000.0,418281000.0,418281000.0,481992000.0
OtherAssetsNoncurrent,1726568000.0,856653000.0,1896043000.0,652309000.0,901030000.0
Assets,27218632000.0,23366229000.0,30171339000.0,25974400000.0,30941711000.0
ContentLiabilitiesCurrent,4686019000.0,4613011000.0,,4686019000.0,4860542000.0
AccountsPayableCurrent,562985000.0,441427000.0,442194000.0,562985000.0,562985000.0
AccruedLiabilitiesCurrent,477417000.0,315094000.0,477417000.0,477417000.0,1037723000.0
ContractWithCustomerLiabilityCurrent,808692000.0,,760899000.0,618622000.0,915506000.0
LiabilitiesCurrent,6487320000.0,6298240000.0,6487320000.0,5466312000.0,7257900000.0
ContentLiabilitiesNoncurrent,3759026000.0,3329796000.0,,3329796000.0,3759026000.0
LongTermDebtNoncurrent,10360058000.0,8336586000.0,10360058000.0,6499432000.0,10360058000.0
OtherLiabilitiesNoncurrent,129231000.0,127927000.0,129231000.0,135246000.0,129231000.0
Liabilities,21515574000.0,18356576000.0,20735635000.0,15430786000.0,24080206000.0
CommitmentsAndContingencies,,,,,
CommonStockValue,2315988000.0,1871396000.0,2315988000.0,1871396000.0,2315988000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-19582000.0,-14508000.0,-19582000.0,-19582000.0,-19582000.0
RetainedEarningsAccumulatedDeficit,3288885000.0,2808425000.0,2942359000.0,1731117000.0,4224779000.0
StockholdersEquity,5238765000.0,3581956000.0,3581956000.0,2223426000.0,3581956000.0
LiabilitiesAndStockholdersEquity,25974400000.0,23366229000.0,25974400000.0,19012742000.0,25974400000.0
ContentAssetsNetCurrent,,4987916000.0,,5151186000.0,
DeferredRevenueCurrent,,716723000.0,,,
PreferredStockParOrStatedValuePerShare,,,,0.001,
PreferredStockSharesAuthorized,,,,10000000.0,
PreferredStockSharesIssued,,,,0.0,
PreferredStockSharesOutstanding,,,,0.0,
PreferredStockValue,,,,0.0,
