,2019q2,2018q4,2019q3,2019q1,2019q4
FinancingReceivableAllowanceForCreditLosses,,,,,42995000.0
CashAndCashEquivalentsAtCarryingValue,,,,,216541000.0
ShortTermInvestmentsTaxable,,,,,323531000.0
ShortTermInvestmentsTaxExempt,,,,,367545000.0
PreferredStockParOrStatedValuePerShare,,,,,0.01
DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipment,,,,,3444000.0
PreferredStockLiquidationPreference,,,,,25.0
NotesReceivableNet,,,,,3022921000.0
PreferredStockSharesAuthorized,,,,,5000000.0
PropertyPlantAndEquipmentNet,,,,,71314000.0
PreferredStockSharesIssued,,,,,1200000.0
EquitySecuritiesFvNiRestricted,,,,,16053000.0
CommonStockParOrStatedValuePerShare,,,,,0.01
InterestReceivable,,,,,14092000.0
CommonStockSharesAuthorized,,,,,200000000.0
RepossessedAssetsHeldForSale,,,,,2471000.0
CommonStockSharesIssued,,,,,51969203.0
DeferredIncomeTaxAssetsNet,,,,,16316000.0
IntangibleAssetsNetIncludingGoodwill,,,,,7720000.0
BankOwnedLifeInsurance,,,,,63811000.0
OtherAssets,,,,,17173000.0
Assets,,,,,4651313000.0
NoninterestBearingDepositLiabilities,,,,,513832000.0
DepositsMoneyMarketDepositsAndNegotiableOrderOfWithdrawalNOW,,,,,1922522000.0
TimeDeposits,,,,,1221754000.0
Deposits,,,,,3658108000.0
FederalFundsPurchasedAndSecuritiesSoldUnderAgreementsToRepurchase,,,,,49810000.0
AdvancesFromFederalHomeLoanBanks,,,,,307804000.0
OtherBorrowings,,,,,912000.0
InterestPayableAndOtherLiabilities,,,,,32244000.0
Liabilities,,,,,4048878000.0
PreferredStockValue,,,,,12000.0
CommonStockValue,,,,,451000.0
AdditionalPaidInCapital,,,,,454512000.0
RetainedEarningsAccumulatedDeficit,,,,,65282000.0
ReceivableFromShareholdersOrAffiliatesForIssuanceOfCapitalStock,,,,,196000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,17901000.0
StockholdersEquity,,,,,602435000.0
LiabilitiesAndStockholdersEquity,,,,,4107215000.0
