,2019q2,2018q4,2019q3,2019q1,2019q4
AllowanceForDoubtfulAccountsReceivableCurrent,,,996000.0,,824000.0
PreferredStockParOrStatedValuePerShare,,,0.001,,0.001
CashAndCashEquivalentsAtCarryingValue,,,121860000.0,,76371000.0
PreferredStockSharesAuthorized,,,4000000.0,,4000000.0
RestrictedCash,,,0.0,,7069000.0
PreferredStockSharesIssued,,,0.0,,0.0
PreferredStockSharesOutstanding,,,0.0,,0.0
MarketableSecuritiesCurrent,,,7541000.0,,7541000.0
AccountsReceivableNetCurrent,,,77285000.0,,77285000.0
CommonStockParOrStatedValuePerShare,,,0.001,,0.001
CommonStockSharesAuthorized,,,100000000.0,,100000000.0
PrepaidExpenseAndOtherAssetsCurrent,,,19781000.0,,33043000.0
CommonStockSharesIssued,,,44834000.0,,47385000.0
AssetsCurrent,,,228711000.0,,213061000.0
CommonStockSharesOutstanding,,,39028000.0,,41532000.0
PropertyPlantAndEquipmentNet,,,54541000.0,,54541000.0
Goodwill,,,206101000.0,,206101000.0
TreasuryStockShares,,,5680000.0,,5680000.0
FiniteLivedIntangibleAssetsNet,,,161785000.0,,168349000.0
OtherAssetsNoncurrent,,,27177000.0,,27177000.0
Assets,,,635968000.0,,679396000.0
AccountsPayableCurrent,,,10947000.0,,11569000.0
AccruedLiabilitiesCurrent,,,33945000.0,,41336000.0
PayablesToCustomers,,,5637000.0,,5637000.0
ContractWithCustomerLiabilityCurrent,,,75097000.0,,63213000.0
LiabilitiesCurrent,,,125626000.0,,125626000.0
LongTermLineOfCredit,,,150000000.0,,110000000.0
DeferredRevenueNoncurrent,,,23371000.0,,
DeferredTaxLiabilitiesNoncurrent,,,8367000.0,,
OtherLiabilitiesNoncurrent,,,19944000.0,,24758000.0
Liabilities,,,289852000.0,,304460000.0
PreferredStockValue,,,0.0,,0.0
CommonStockValue,,,45000.0,,47000.0
AdditionalPaidInCapitalCommonStock,,,678549000.0,,733312000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,-43593000.0,,-49972000.0
TreasuryStockValue,,,127095000.0,,135701000.0
RetainedEarningsAccumulatedDeficit,,,-207115000.0,,-172750000.0
StockholdersEquity,,,379377000.0,,379377000.0
LiabilitiesAndStockholdersEquity,,,669229000.0,,669229000.0
OperatingLeaseRightOfUseAsset,,,,,25224000.0
ContractWithCustomerLiabilityNoncurrent,,,,,17062000.0
OperatingLeaseLiabilityNoncurrent,,,,,21993000.0
DeferredIncomeTaxLiabilitiesNet,,,,,10345000.0
