,2019q2,2018q4,2019q3,2019q1,2019q4
LoansAndLeasesReceivableAllowance,8760000.0,8608000.0,8760000.0,8523000.0,8760000.0
CashAndDueFromBanks,15430000.0,14195000.0,15430000.0,15430000.0,15430000.0
PreferredStockParOrStatedValuePerShare,0.01,0.01,0.01,0.01,0.01
InterestBearingDepositsInBanks,12919000.0,11139000.0,13547000.0,23024000.0,40822000.0
PreferredStockSharesAuthorized,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0
PreferredStockSharesIssued,0.0,0.0,0.0,0.0,0.0
AvailableForSaleSecuritiesDebtSecurities,258476000.0,,262967000.0,262967000.0,262967000.0
PreferredStockSharesOutstanding,0.0,0.0,0.0,0.0,0.0
HeldToMaturitySecuritiesAmortizedCostBeforeOtherThanTemporaryImpairment,43503000.0,50126000.0,37990000.0,51872000.0,37649000.0
LoansReceivableHeldForSaleAmount,0.0,191000.0,0.0,0.0,0.0
CommonStockParOrStatedValuePerShare,0.01,0.01,0.01,0.01,0.01
CommonStockSharesAuthorized,75000000.0,75000000.0,75000000.0,75000000.0,75000000.0
LoansAndLeasesReceivableNetReportedAmount,883195000.0,839458000.0,873958000.0,863852000.0,841146000.0
CommonStockSharesIssued,11170018.0,11325618.0,10925181.0,11170018.0,11170018.0
FederalHomeLoanBankStock,6927000.0,6326000.0,6927000.0,7023000.0,6927000.0
InterestReceivable,4114000.0,3914000.0,4048000.0,3020000.0,4048000.0
CommonStockSharesOutstanding,11170018.0,11785507.0,11170018.0,11902146.0,10800932.0
PropertyPlantAndEquipmentNet,14955000.0,15460000.0,15255000.0,13739000.0,15255000.0
ServicingAsset,1044000.0,1074000.0,1044000.0,986000.0,1044000.0
BankOwnedLifeInsurance,29319000.0,28724000.0,29607000.0,28413000.0,29754000.0
PrepaidExpenseAndOtherAssets,9009000.0,5829000.0,8225000.0,4265000.0,8003000.0
Assets,1258758000.0,1237771000.0,1258758000.0,1087676000.0,1250310000.0
Deposits,952755000.0,885032000.0,933265000.0,823760000.0,970700000.0
LongTermDebt,136552000.0,121526000.0,131337000.0,136552000.0,85324000.0
InterestPayableCurrentAndNoncurrent,521000.0,325000.0,521000.0,208000.0,521000.0
AccruedLiabilitiesAndOtherLiabilities,8071000.0,10529000.0,8071000.0,7929000.0,14838000.0
AdvancePaymentsByBorrowersForTaxesAndInsurance,2154000.0,1848000.0,1251000.0,1228000.0,1090000.0
Liabilities,1086494000.0,1065868000.0,1086494000.0,909955000.0,1086494000.0
PreferredStockValue,0.0,0.0,0.0,0.0,0.0
CommonStockValue,112000.0,118000.0,112000.0,119000.0,112000.0
AdditionalPaidInCapital,105825000.0,107531000.0,104064000.0,105825000.0,102786000.0
RetainedEarningsAccumulatedDeficit,82436000.0,80880000.0,81607000.0,81607000.0,81607000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-4731000.0,-1573000.0,-4731000.0,-1573000.0,-4731000.0
UnearnedESOPShares,10549000.0,11208000.0,10220000.0,11208000.0,10055000.0
StockholdersEquity,173407000.0,176892000.0,177045000.0,172264000.0,177045000.0
LiabilitiesAndStockholdersEquity,1258758000.0,1215659000.0,1258758000.0,1215659000.0,1258758000.0
AvailableForSaleSecurities,,267105000.0,,,
CommitmentsAndContingencies,,,,,
