,2019q2,2018q4,2019q3,2019q1,2019q4
InterestAndFeeIncomeLoansAndLeases,9932000.0,23290000.0,17535000.0,15983000.0,26792000.0
InterestIncomeSecuritiesMortgageBacked,1297000.0,1280000.0,1237000.0,5031000.0,1087000.0
InterestIncomeOperating,862000.0,2787000.0,973000.0,3831000.0,952000.0
InterestIncomeDepositsWithFinancialInstitutions,67000.0,34000.0,41000.0,70000.0,190000.0
DividendIncomeFederalHomeLoanBank,88000.0,100000.0,176000.0,311000.0,268000.0
InterestAndDividendIncomeOperating,12354000.0,10043000.0,12400000.0,11281000.0,12095000.0
InterestExpenseDeposits,985000.0,3608000.0,1125000.0,5350000.0,1498000.0
InterestExpenseBorrowings,889000.0,2678000.0,2026000.0,2601000.0,691000.0
InterestExpense,1874000.0,1580000.0,6018000.0,1415000.0,8850000.0
InterestIncomeExpenseNet,8972000.0,27396000.0,18736000.0,8530000.0,27999000.0
ProvisionForLoanAndLeaseLosses,335000.0,197000.0,395000.0,760000.0,197000.0
InterestIncomeExpenseAfterProvisionForLoanLoss,9105000.0,26494000.0,8764000.0,7106000.0,27579000.0
ServiceFeesLoanandDepositorAccounts,893000.0,1122000.0,915000.0,1800000.0,1165000.0
FeesAndCommissionsMortgageBankingAndServicing,62000.0,23000.0,70000.0,188000.0,155000.0
GainLossOnSalesOfLoansNet,167000.0,456000.0,317000.0,577000.0,456000.0
GainLossOnSaleOfSecuritiesNet,122000.0,,,77000.0,
LifeInsuranceCorporateOrBankOwnedChangeInValue,149000.0,150000.0,149000.0,114000.0,435000.0
NoninterestIncomeOtherOperatingIncome,71000.0,0.0,108000.0,205000.0,70000.0
NoninterestIncome,1411000.0,1420000.0,2887000.0,1199000.0,5295000.0
LaborAndRelatedExpense,4573000.0,14296000.0,4753000.0,14523000.0,4740000.0
InformationTechnologyAndDataProcessing,631000.0,676000.0,667000.0,1244000.0,676000.0
OccupancyandEquipmentCosts,1102000.0,1022000.0,1140000.0,4473000.0,3409000.0
SuppliesPostageandTelephoneExpenseTotal,231000.0,211000.0,242000.0,432000.0,208000.0
RegulatoryFeesandStateTaxExpense,126000.0,172000.0,155000.0,485000.0,573000.0
AdvertisingExpense,324000.0,142000.0,372000.0,1002000.0,197000.0
ProfessionalFees,298000.0,466000.0,331000.0,1757000.0,1099000.0
FederalDepositInsuranceCorporationPremiumExpense,77000.0,231000.0,155000.0,251000.0,76000.0
OtherNoninterestExpense,573000.0,691000.0,638000.0,2507000.0,621000.0
NoninterestExpense,7800000.0,7807000.0,16072000.0,5915000.0,8424000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,2716000.0,6109000.0,3740000.0,8680000.0,8378000.0
IncomeTaxExpenseBenefit,509000.0,1390000.0,1002000.0,1575000.0,443000.0
NetIncomeLoss,2207000.0,1773000.0,3049000.0,1228000.0,6796000.0
EarningsPerShareBasic,0.15,0.17,,0.17,0.68
EarningsPerShareDiluted,0.14,0.47,,0.06,0.68
EquitySecuritiesFVNIGainLoss,,136000.0,,,
BankOwnedLifeInsuranceIncome,,0.0,,0.0,
RealEstateOwnedandForeclosedRealEstateIncomeExpenseNet,,8000.0,,17000.0,
EquitySecuritiesFvNiGainLoss,,,13000.0,,0.0
EarningsPerShareBasicAndDiluted,,,0.15,,
PrepaymentPenaltyFederalHomeLoanBank,,,,0.0,
FederalHomeLoanBankAdvancesGeneralDebtObligationsDisclosuresRepaymentAndPenalties,,,,,0.0
