,2019q2,2018q4,2019q3,2019q1,2019q4
RevenueFromContractWithCustomerIncludingAssessedTax,1088665000.0,,,523191000.0,
CostOfGoodsAndServicesSold,177032000.0,93440000.0,265659000.0,87387000.0,87387000.0
GrossProfit,913773000.0,447457000.0,1386400000.0,435804000.0,1885870000.0
SellingAndMarketingExpense,335213000.0,160952000.0,165806000.0,164259000.0,167934000.0
ResearchAndDevelopmentExpense,91056000.0,94061000.0,94061000.0,85889000.0,350365000.0
GeneralAndAdministrativeExpense,79260000.0,160382000.0,146340000.0,42543000.0,156887000.0
OperatingExpenses,300302000.0,299241000.0,299241000.0,293807000.0,1172600000.0
OperatingIncomeLoss,143357000.0,137454000.0,151953000.0,141997000.0,114714000.0
OtherNonoperatingIncomeExpense,7434000.0,5667000.0,7194000.0,2145000.0,5667000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,315538000.0,141733000.0,154212000.0,144142000.0,146147000.0
IncomeTaxExpenseBenefit,68546000.0,154756000.0,21557000.0,55713000.0,154756000.0
NetIncomeLoss,246992000.0,132881000.0,332897000.0,88429000.0,427734000.0
EarningsPerShareBasic,3.2,7.41,2.01,1.42,7.12
WeightedAverageNumberOfSharesOutstandingBasic,59954000.0,60970000.0,59963000.0,62195000.0,60462000.0
EarningsPerShareDiluted,1.77,1.44,5.51,2.16,1.41
WeightedAverageNumberOfDilutedSharesOutstanding,62351000.0,65028000.0,60372000.0,62550000.0,60196000.0
SalesRevenueGoodsNet,,235109000.0,,,
SalesRevenueServicesNet,,306297000.0,,,
SalesRevenueNet,,1995034000.0,,,
CostOfGoodsSold,,46641000.0,,,
CostOfServices,,177453000.0,,,
LitigationExpense,,0.0,,,0.0
RestructuringCharges,,0.0,,,12718000.0
RevenueFromContractWithCustomerExcludingAssessedTax,,,563394000.0,,544895000.0
