,2019q2,2018q4,2019q3,2019q1,2019q4
CashAndCashEquivalentsAtCarryingValue,135582000.0,148073000.0,93050000.0,151290000.0,113870000.0
ShortTermInvestments,49737000.0,0.0,44877000.0,49737000.0,49737000.0
AccountsReceivableNetCurrent,71566000.0,117119000.0,166045000.0,166045000.0,166045000.0
InventoryNet,131227000.0,132479000.0,124791000.0,82952000.0,124791000.0
DueFromRelatedPartiesCurrent,130000.0,0.0,,12184000.0,
PrepaidExpenseAndOtherAssetsCurrent,11427000.0,3018000.0,23611000.0,11427000.0,23611000.0
AssetsCurrent,394418000.0,243758000.0,515474000.0,243758000.0,515474000.0
PropertyPlantAndEquipmentNet,49428000.0,39610000.0,49428000.0,3883000.0,49428000.0
OperatingLeaseRightOfUseAsset,27033000.0,,32654000.0,,32008000.0
IntangibleAssetsNetExcludingGoodwill,2823000.0,4348000.0,2823000.0,4348000.0,1679000.0
Goodwill,15638000.0,15638000.0,15638000.0,15638000.0,15638000.0
RestrictedCash,4133000.0,,4134000.0,,4130000.0
OtherAssetsNoncurrent,8449000.0,2193000.0,8449000.0,8449000.0,8449000.0
Assets,595946000.0,543211000.0,595946000.0,269820000.0,595946000.0
AccountsPayableCurrent,82542000.0,49947000.0,82542000.0,20711000.0,82542000.0
ContractWithCustomerLiabilityCurrent,26678000.0,26514000.0,26854000.0,26678000.0,26678000.0
AccruedLiabilitiesCurrent,172036000.0,76097000.0,172036000.0,76097000.0,172036000.0
TaxesPayableCurrent,734000.0,199000.0,734000.0,0.0,734000.0
LiabilitiesCurrent,201172000.0,196383000.0,281990000.0,281990000.0,281990000.0
ContractWithCustomerLiabilityNoncurrent,21776000.0,19392000.0,23313000.0,23313000.0,19552000.0
OperatingLeaseLiabilityNoncurrent,25256000.0,,31592000.0,,30484000.0
FinanceLeaseLiabilityNoncurrent,19978000.0,20639000.0,19978000.0,0.0,0.0
AccruedIncomeTaxesNoncurrent,22000.0,22000.0,22000.0,189000.0,22000.0
OtherLiabilitiesNoncurrent,1141000.0,0.0,10000.0,1141000.0,1141000.0
Liabilities,326444000.0,144401000.0,326444000.0,144401000.0,326444000.0
CommitmentsAndContingencies,,,,,
PreferredStockValue,0.0,0.0,0.0,0.0,0.0
CommonStockValue,75000.0,74000.0,75000.0,74000.0,76000.0
AdditionalPaidInCapital,315277000.0,312397000.0,315277000.0,315277000.0,315277000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax,0.0,14000.0,51000.0,0.0,46000.0
RetainedEarningsAccumulatedDeficit,-86852000.0,-6776000.0,-45849000.0,-45849000.0,-45849000.0
StockholdersEquity,232141000.0,305709000.0,111443000.0,269502000.0,305709000.0
LiabilitiesAndStockholdersEquity,595946000.0,543211000.0,415462000.0,269820000.0,426995000.0
PreferredStockParOrStatedValuePerShare,,0.001,,0.001,
PreferredStockSharesAuthorized,,50000000.0,,50000000.0,
PreferredStockSharesIssued,,0.0,,0.0,
PreferredStockSharesOutstanding,,0.0,,0.0,
CommonStockParOrStatedValuePerShare,,0.001,,0.001,
CommonStockSharesAuthorized,,500000000.0,,500000000.0,
CommonStockSharesIssued,,74247250.0,,74247250.0,
CommonStockSharesOutstanding,,62500000.0,,74247250.0,
DueToRelatedPartiesCurrent,,15204000.0,,,
NetParentInvestment,,125419000.0,,125419000.0,
RestrictedCashAndCashEquivalents,,,,4134000.0,
